Chunk Number,Original Text Chunk,Summary
111,"Fig. 7. Comparing columns and row vectors involved in the discrete low-rank discrete transfer function with M = N (top) and M < N enabling filtering (bottom). 3.3. Equivalent neural network It is easy to transform the proposed procedure into an equivalent artificial neural-network (ANN). Fig. 8 compares a standard ANN with one emulating the proposed reduced model learning, combined with the model interpolation for in-","Chunk 111: In this paper, we show that it is possible to reduce the learning curve of a discrete low-rank transfer function by a factor of two."
112,"ferring responses from applied inputs. The proposed NN tries to emulate a linear combination of locally linear learned behaviors. As discussed in Section 2.2 the linear combination of behaviors can be viewed as a linearization of a nonlinear behavior. In the proposed NN four clusters were considered (even if for the sake of clarity the figure only depicts two) representing the four locally linear behaviors (two parameters - do and di - with to classes each), while the output layer ensures a",Chunk 112: This paper presents a new Natural Language (NN) that tries to emulate a linear combination of locally linear learned behaviors.
113,"bilinear interpolation of them. The standard ANN consists of three neuron layers, the input and output involving 66 and the intermediate with 100. The intermediate layer for the physics-informed neural network contained 100 neurons per cluster. Both NN were trained by 300 input/output vectors generated tT = (0, do +aix), with do and di two uniformly distributed random number numbers in the intervals [0, 100] and [-10, 10] respectively.",Chunk 113: Two artificial neural networks (NNs) have been trained with the same set of neurons.
114,"Fig. 9 compares the displacement predictions obtained by the trained neural networks, the standard one (ANN) and the physics-informed one for do = 100 and a1 = 0, with the reference solution, from which the superiority of the physics- informed NN can be stressed. E, w,1",Chunk 114: This paper presents a comparison of the displacement predictions obtained by the trained neural networks (NNs) with the
115,"W,1 f, W12 w' 12 W,",Chunk 115: The winning numbers in Saturday evening's drawing of
116,"E2 w', W22 22 f2","Chunk 116: E2 w', W22 22f2"
117,w2 2 m-1 f Wn Fm,Chunk 117: BBC Sport takes a look back at some of the
118,"E, W, 11 f, W, 2 E2",Chunk 118: BBC Sport takes a look at some of the key
119,"u, W, f2 Em w2","Chunk 119: U, W, f2 Em w2"
120,"y 1 w 12, F, V2 F2",Chunk 120: BBC Sport takes a look back at some of the
121,f Un E' m Fig. 8. Standard one-layer NN (top). and the physics-informed one related to the low-rank reduced model (bottom).,Chunk 121: In this paper we present the results of a new
122,4. Conclusions The present work succeeded at proposing a new methodology for learning reduced models from a small amount of data by assuming a tensor decomposition of the discrete reduced model or its transfer function counterpart. It was ex- tended to nonlinear settings and proved that the associated physics-informed NN exhibits a higher accuracy than a standard one.,Chunk 122: The aim of this work was to propose a new methodology for learning reduced models from a small amount of data by assuming a tensor decomposition of
123,"Our present works in progress concern the validation and verification as well as its extension to parametric settings. Acknowledgements The work of E.C. has been partially supported by the Spanish Ministry of Economy and Competitiveness through Grant number DP2017-85139-C2-1-K and by the Regional Government of Aragon and the European Social Fund, research group T88. The other authors acknowledge the ANR (Agence nationale de la recherche, France) through its grant AAPG2018",Chunk 123: The aim of this paper is to present the results of the work carried out by the group E.C.
124,"DataBEST. Comparison for ao = 100, a, = 0 0.12 0.11 0.1",Chunk 124: BBC Sport looks at the key statistics behind England'
125,0.09 0.08 I 0.07 0.06,Chunk 125: The winning numbers in Saturday evening's drawing of
126,"0.05 -50 -40 -30 -20 -10 0 10 20 30 40 50 xcoordinate Fig. 9. Predictions obtained from the standard one-layer ANN and the physics-informed one (Low-Rank Reduced Model) related to the low-rank reduced model for do = 100 and ai = 0. Two clusters are depicted in the so-called hidden layer, even if the NN contains four.",Chunk 126: Clusters in the Large Hadron Collider (LHC) have been predicted by two artificial intelligence (ANN) models.
127,"References [1] K. Karhunen, Ober lineare methoden in der wahchehialhielbahaumg Ann. Acad. Sci. Fennicae, Ser. Al. Math. Phys. 37 (1946). [2] M.M. Loève, Probability Theory, 3rd ed., The University Series in Higher Mathematics, Van Nostrand, Princeton, NJ. 1963. [3] M. Meyer, H.G. Matthies, Efficient model reduction in non-linear dynamics using the Karhunen-Loève expansion and dual-weighted-residual methods, Comput. Mech. 31 (1-2) (2003) 179-191.",Chunk 127: The Karhunen-Love expansion and dual-weighted-residual methods are used for the reduction of non-linear dynamics in
128,"[4] D. Ryckelynck, F. Chinesta, E. Cueto, A. Ammar, On the a priori model reduction: overview and recent developments, Arch. Comput. Methods Eng. 12 (1) (2006) 91-128. 15] S. Chaturantabut, D.C. Sorensen, Nonlinear model reduction via discrete empirical interpolation, SIAM J. Sci. Comput. 32 (September 2010) 2737-2764. [6] D. Ryckelynck, Hyper-reduction of mechanical models involving internal variables, Int. J. Numer. Methods Eng. 77 (1) (2008) 75-89. [7] P. Ladeveze, Nonlinear Computational Structural Mechanics, Springer, N.Y., 1999.",Chunk 128: The following is a list of recent papers on the topic of priori model reduction.
129,"[8] A. Ammar, B. Mokdad, E Chinesta, R. Keunings, A new family of solvers for some classes of multidimensional partial differential equations encountered in kinetic theory modeling of complex fluids, J. Non-Newton. Fluid Mech. 139 (2006) 153-176. [9] A. Ammar, B. Mokdad, E Chinesta, R. Keunings, A new family of solvers for some classes of multidimensional partial differential equations encountered in kinetic theory modeling of complex fluids. Part I: transient simulation using space-time separated representations, J. Non-Newton. Fluid Mech. 144 (2007) 98-121.",Chunk 129: A new family of solvers for some classes of multidimensional partial differential equations encountered in kinetic theory modeling of complex fluids.
130,"[10] F. Chinesta, R. Keunings, A. Leygue, The Proper Generalized Decomposition for Advanced Numerical Simulations, Springer International Publishing, Switzerland, 2014. [11] E. Cueto, D. Gonzâlez, I. Alfaro, Proper Generalized Decompositions: An Introduction to Computer Implementation with Matlab, Springer Briefs in Applied Sciences and Technology, Springer International Publishing, 2016. [12] B. Bognet, A. Leygue, F. Chinesta, Separated representations of 3d elastic solutions in shell geometries, Adv. Model. Simul. Eng. Sci. 1 (4) (2014).","Chunk 130: In: Bognet, B., and Leygue, A."
131,"[13] F. Chinesta, A. Ammar, E. Cueto, Recent advances in the use of the proper generalized decomposition for solving multidimensional models, Arch. Comput. Methods Eng. 17 (4) (2010) 327-350. [14] F. Chinesta, A. Leygue, F. Bordeu, J.V. Aguado, E. Cueto, D. Gonzalez, L Alfaro, A. Ammar, A. Huerta, PGD-based computational vademecum for efficient design, optimization and control, Arch. Comput. Methods Eng. 20 (1) (2013) 31-59. [15] P. Diez, S. Zlotnik, A. Huerta, Generalized parametric solutions in Stokes flow, Comput. Methods Appl. Mech. Eng. 326 (2017) 223-240.",Chunk 131: Recent advances in the use of the proper generalized decomposition for solving multidimensional models.
132,"[16] F. Chinesta, A. Ammar, E. Cueto, On the use of proper generalized decompositions for solving the multidimensional chemical master equation, Eur. J. Comput. Mech. (Rev. Eur. Méc. Numér.) 19 (1-3) (2010) 53-64. [17] D. Gonzalez, E. Cueto, F. Chinesta, Real-time direct integration of reduced solid dynamics equations, Int. J. Numer. Methods Eng. 99 (9) (2014) 633-653. [18] R. Ibarez, D. Borzacchiello, J. Vicente Aguado, E. Abisset-Chavanne, E. Cueto, P. Ladeveze, F. Chinesta, Data-driven non-linear elasticity: constitutive manifold construction and problem discretization, Comput. Mech. 60 (5) (Nov. 2017) 813-826.",Chunk 132: The following papers have been published in scientific journals over the past five years.
133,"[19] T. Kirchdoerfer, M. Ortiz, Data-driven computational mechanics, Comput. Methods Appl. Mech. Eng. 304 (2016) 81-101. [20] R. Ibanez, E. Abisset-Chavanne, J. Vicente Aguado, D. Gonzalez, E. Cueto, F. Chinesta, A manifold learning approach to data-driven computational elasticity and inelasticity, Arch. Comput. Methods Eng. 25 (1) (2018) 47-57. [21] E. Lopez, D. Gonzalez, J.V. Aguado, E. Abisset-Chavanne, E. Cueto, C. Binetruy, F. Chinesta, A manifold learning approach for integrated computational materials engineering, Arch. Comput. Methods Eng. 25 (1) (January 2018) 59-68, htps/doion,10.100751007511831-016-91725.",Chunk 133: Data-driven computational mechanics and integrated computational materials engineering.
134,"[22] Y. Kevrekidis, G. Samaey, Equation-free modeling, Scholarpedia 5 (9) (2010) 4847. [23] Ch. Heyberger, P-A. Boucard, D. Neron, A rational strategy for the resolution of parametrized problems in the (PGD) framework, Comput. Methods Appl. Mech. Eng. 259 (1) (2013) 40-49. [24] G. Rozza, Fundamentals of reduced basis method for problems governed by parametrized pdes and applications, in: P. Ladeveze, F. Chinesta (Eds.), CISM Lectures Notes ""Separated Representation and PGD Based Model Reduction: Fundamentals and Applications"", Springer Verlag, 2014.",Chunk 134: The following papers have been published in the last five years:
135,"[25] D. Amsallem, Ch. Farhat, An interpolation method for adapting reduced-order models and application to aeroelasticity, AIAA J. 46 (2008) 1803-1813.",Chunk 135: An interpolation method for adapting reduced-order models and
