Chunk Number,Original Text Chunk,Summary
117,"which is the next node to be considered given features values (e.g., RPE3w S 4.43 for the initial node). the proportion of the learning dataset that falls into the node (e.g., 100% for the initial node). the labels proportions of the examples contained in the node (e.g., the initial node contains 13.1% of injured players and 86.9% of not injured ones).",Chunk 117: The following syntax is used to describe the following:
118,"the label attached to the node which is the most frequent one in the subset of the learning examples it contains. If a node's condition is verified (for any new example), the next node to read is the left child one (""True"" branch below the initial node) and the right one if not. In Figure 6, only the 6 first depth levels of the tree are represented in order to be",Chunk 118: The following example shows how to read a tree of learning examples.
119,"readable as possible to the naked eye. The most significant players set (17.7% of the dataset) at high injury risk (P(injury risk) = 0.201) felt depressed precisely during the last week (RPE_3w S 4.43 and RPE_2w > 2.992), were relatively worried about injury during the last month (0.18 < injworry4w < 0.969) and tall (height > 171 cm). This draws a player profile (tall player recently depressed and consistently worried) for which short-term injury risk seems reliable.",Chunk 119: This study compares the short-term injury risk of professional footballers with their levels of depression.
120,"Figure 6. Decision tree learnt on questionnaires dataset for one-month injury prediction optimised for precision metric. Figures 7 and 8 respectively represent the 101 highest features importance for 1-week and 1-month injury predictions computed with thel best (classifier, feature set) configuration according to Table 4. Appl. Sci. 2020, 10, 5261",Chunk 120: A decision tree for one-month injury prediction optimised for precision metric has been developed.
121,12of 20 The features importance weights are calculated with two different approaches: CART impurity decrease which is available only for tree-based classifiers and features permutation scrambling sensitivity which can be computed on any predictive: model. In CART approach the: features importance weights correspond to the average impurity decrease along the tree achieved by the different,Chunk 121: This paper presents a new method for the estimation of features importance weights for classifiers.
122,"feature during split selection. With the permutation approach, features are randomly scrambled several times and their importance weights are computed as the mean classifiers sensitivity in terms of predictive performance to the features scrambling. Those methods should therefore be interpreted differently, CART features importance weights represent an information on the features informational power whereas the permutation weights are measure of sensitivity of features reliability",Chunk 122: In this paper we consider two approaches to the classification of CART features: the permutation approach and the CART feature scrambling approach.
123,"on predictive performance. Classification tree - CART approach - optimised measure: precision s pleasure.4w satisfaction,3w RPE_2w RPE_lw RPE_3w RPE_4w pleasure.2w pleasure.lw satisfaction,2ws satisfaction.4w Classification tree - permutation approach optimised measure: precision",Chunk 123: Classification tree - CART approach - optimised measure: precision s pleasure
124,"- - satisfaction 2w satisfaction,3w RPE_2w pleasure.2w pleasure.lw RPE_3W pleasure.4w RPE_lw satisfaction shape_3w Random forest - CART approach optimised measure: recall 3 - - - - - I",Chunk 124: - - - - - - - - - - - -
125,- - RPE_4w RPE_3W pleasure_4w RPE_2w satisfaction.3w RPE_1w satisfaction.4w pleasure_Iw pleasure.3w pleasure.2w 21 16 Random forest permutation approach optimised measure: recall 1 14,Chunk 125: - - RPE_4w RPE_
126,12 10 - RPE2w RPE_3w RPE_4w satisfaction3w RPEIw pleasure.lw pleasure 4w RPE pleasure.2w pleasure_ 3w Figure 7. Best features importance for 1-week injury prediction.,Chunk 126: BBC Sport takes a look at some of the key
127,"According to Figure 7, where classifiers are learnt on the questionnaires features sets, the average pleasure and satisfaction of players computed over the last month are the most important features for 1-week injury prediction in terms of precision, and thej perceived effort (RPE) during thel last four weeks (computed separately) is the second set of important features followed by recent pleasure and satisfaction. Appl. Sci. 2020, 10, 5261",Chunk 127: This study is the first to investigate the relationship between player satisfaction and injury prediction.
128,"13of 20 Considering these variables, it can be noticed that the precision and recall of most of these features seem to be highly sensitive to their reliability but with a different importance order (e.g., pleasure_4w is the most important feature in terms of information but is the 7th most important feature in terms of reliability precision-sensitivity). Globally, the different features related to satisfaction, pleasure and","Chunk 128: Satisfaction, pleasure and reliability are the most important variables in the satisfaction survey."
129,RPE appear to be the most important in terms of precision and recall for 1-week injury prediction. XGB - CART approach optimised measure: precision 2.51 820 E,Chunk 129: The results of this study are published in the British Journal
130,1.5 pain_no max.vel_cum ini_worry ini_worry.4w max_vel_4w fatigue_3w shape._4w totPL fatigue_4w shape_lw & XGB - permutation approach optimised measure: precision E,Chunk 130: A new approach to the measurement of fatigue has been
131,"Eas 201 15 01 - RPE_Iw satisfaction,lw satisfaction.4w RPE_2w totPL_lw RPE pleasure.2w il.4w_yes vel_B3_1w veL_B6_1w","Chunk 131: RPE_Iw satisfaction,lw satisfaction."
132,XGB - CART approach - optimised measure: recall 3.5 83.01 E2s E,Chunk 132: The European Commission (EC) has set out its
133,"151 1.0 0.5 0.0 pain.3w_no shape_3w pain,2w_no shape_4w age shape_lw weight tot.dur_cum tot_dist injworry a","Chunk 133: No shape, no shape, no shape, no"
134,XGB - permutation approach - optimised measure: recall E 01 satisfaction.4w RPE_Iw vel_B1 pleasure RPE ill_4w_yes veL_B3_1w vel_B6_1w veL_B5_lw velB4_1w Figure 8. Best features importance for 1-month injury prediction.,Chunk 134: The best way to estimate the likelihood of a long-term
135,"For 1-month predictions (Figure 8), which are computed from the largest features set (see Table 4) including questionnaires and GPS data, the most important features are. highly different for precision and recall and between CART and permutation approaches. The current pain seems the mosti important feature in order to be sure of an injury prediction (i.e., for precision metric) and past average pain computed over the last 2 or 3 weeks appears to detect injury risk accurately (i.e., is important in",Chunk 135: The most important features of an injury prediction are the following:
136,"terms of recall). Nevertheless, it should be noted that the reliability of pain related features does not have high impact neither on precision nor on recall. The fact max_vel_cum and max_vel_4w are respectively the second and 5th most important features in terms of precision according to CART approach. They can be interpreted as injury risk being particularly precise when past velocity exceeds some natural threshold probably specific to the different soccer players. Similarly, the total distance",Chunk 136: Pain-related features are the most important features in terms of recall according to CART approach.
137,"Appl. Sci. 2020, 10, 5261 14 of 20 travelled by players during current and past training seems to have a relative importance on recall values. Overall, pain and shape related features as well as personal features (age and weights) appear to be thei most important features for accurate injury risk detection (i.e., to get high recall values) and",Chunk 137: This study aims to determine the most important features for injury risk detection in rugby union players.
138,"pain; worry as well as fatigue and external load variables are important to get reliable 1-month injury prediction (i.e., with high precision values). 4. Discussion In view of the overall results of this study, some notable facts should be noted. First, for 1-week injury prediction, questionnaire (internal load features) data are more accurate than GPS (external load",Chunk 138: The aim of this study was to investigate the relationship between a questionnaire and a global positioning system (GPS) for 1-month injury prediction
139,"features) ones, which even tend to deteriorate: injury prediction when included in the learning data. For 1-month injury prediction, the classifiers learnt from GPS or questionnaire data show roughly the same performance levels, the best one being usually reached when combining GPS and questionnaire data. In terms of interpretation, decision trees graphs and features importance weights computation have highlighted a specific player profile at high injury risk and some specific features involved in","Chunk 139: In this paper, we show that the best classifiers for predicting player injury are those that are able to learn (i.e."
140,"precision and recall optimisation. To the best of our knowledge, the work of Rossi et al. [19] is the single that used a non-linear classifier, decision tree, in a multi-dimensional context to predict injuries in elite soccer. Thus, we decided to focus part of our discussion to this study. For comparison, the decision trees used in the study by Rossi et al. [19] detected about 80% of the injuries in the sample analyzed with an accuracy","Chunk 140: In this paper, we present a study on the use of decision trees to predict injuries in elite soccer."
141,"of approximately 50% (with external load features). As a result, the algorithm used in our machine learning approach would be able to classify more accurately the so-called at-risk players regarding the past occurrence of injuries and thus be able to continue to perform without being disturbed by ""false alarms"". The accuracy of this tree, particularly at 1 week, which differs from Rossi et al. [19], is made possible by linking GPS data and subjective questionnaires throughout the classifiers, which justifies","Chunk 141: In this paper, we present a machine learning approach for the classification of footballers who have suffered an injury in the past."
142,"the contribution of this work to the current literature linking data science and sport science [17,19,36]. In the present study, we showed that subjective variables have a very high predictive/explanatory potential (compared to objective variables) but they are more expensive, i.e., having all players completing questionnaires before and after training can be complicated given their tight schedules and their willingness. Nevertheless, professional teams that can not outfit players with GPS sensors for",Chunk 142: The aim of this study is to investigate the feasibility of using subjective variables to assess the performance of professional footballers.
143,"practical or economic reasons should consider use questionnaires in order to detect players at high injury risk [37,38]. Another point that validates the choice of tree-based classifiers is that those models naturally provide feature importance weights that can help coaches to monitor some specific indicators and be used as useful decision support tools for training optimization. It should be noted that in this case,",Chunk 143: The results of this study show that the use of tree-based classifiers can be used to detect players at high injury risk.
144,"subjective questionnaires are very valuable especially for short-term prediction even when they are completed by only some players at some training sessions. Except for 1-week injury risk precision, ensemble models seem preferable compared to single trees even if they do not provide single tree graphs. In addition, the interest of this study lies in the coupling of the machine learning methods and the variations of the training load (internal and external). It can be noticed that even when both types",Chunk 144: The aim of this study is to develop a machine learning method for predicting football injury risk based on subjective questionnaires.
145,"of features (GPS and questionnaires) are used as inputs, the most important and sensitive features are almost always associated with subjective variables. It can therefore be hypothesized that with these data and this sample in this particular situation, internal load would be a determining factor in the prediction of injury. In other words, it would be essential for each coach to pay particular attention to the athletes' feelings before and after training sessions in order to prevent injuries from occurring.",Chunk 145: The aim of this study is to investigate the predictors of athlete's injury before and after training sessions.
146,"To conclude, the fact that questionnaires features can replace GPS ones and even increase predictive performance by doing sO suggests that a part of the information related to external load is included in the internal load's one. While an individual may perform the same external load, their ability to respond to this output (internal load) may differ [17,39]. Utilizing both measures provides a comprehensive view on whether an individual is in a state of ""readiness"" and able to",Chunk 146: The results of this study are presented in the form of a questionnaire.
147,"tolerate high loads, or in a state ""fatigue"" and potentially at risk of injury or decreased performance. Appl. Sci. 2020, 10, 5261 15 of 20 Internal load being reflected by the external load provides additional information of the players that the external load could not take into consideration. In our study, we highlighted that several subjective",Chunk 147: The effect of the player's internal load on the player's performance is investigated.
148,"questionnaires reflect likely different aspects of the training load related to the stress that thej players may support. For instance, monitoring pre-training perceived fatigue, mood, pain, shape and sleep for each player may offer an indication on the quality of the external output that might be produced prior to a session and provides coaches with the ability to make adjustments if warranted. Monitoring is not limited to either subjective or objective measures, instead they can be used to complement each other.",Chunk 148: The aim of this study is to investigate the impact of pre- and post-training physiological monitoring on player performance.
149,"This is consistent with recommendations [38]. To sump up, the potential efficacy of subjective measures for soccer player monitoring has been established, however optimal implementation practices are yet to be determined. Limitation and Future Directions However, in a study with preliminary data, some limitations exist, but are: in fact potential sources",Chunk 149: The results of this study suggest that there is a positive association between the use of subjective measures for player monitoring and the
150,"of improvement. As a result, a larger sample size, extending to several teams with different training strategies over multiple seasons, would allow more general conclusions to be drawn about injury prediction. In addition, the GPS data and questionnaires collection and imputations methods can also be improved. With regard to the completed questionnaires, the influence of greater diligence in the use of these questionnaires by players would be fundamental to observe. As for GPS data, they are",Chunk 150: The aim of this study is to improve the accuracy of injury prediction using the Global Positioning System (GPS).
151,"present in an average form compared to their initial acquisition frequency of 10 Hz. In the race for performance, it would be interesting to observe the consequences of using all the raw values acquired at this frequency. Also, due to the differences between players, individualization could be considered in regards to the variables relating to external load (data extracted from GPS), by computing speed and acceleration thresholds specific to each player beyond which injuries is likely to occur. By doing",Chunk 151: The aim of this study is to investigate the impact of GPS tracking on the performance of football players.
152,"sO, the predictive potential of GPS variables could be greatly increased, and could have an influence on the training strategies implemented by coaches. Since not-injured players are: much easier to find in datasets and injury is not a controllable factor, data augmentation could be used in order to simulate more injury examples from the real ones. Those artificial examples would probably improve the predictive performances of classifiers.",Chunk 152: The aim of this paper is to improve the predictive power of the Global Positioning System (GPS) by increasing the number of injury examples.
153,"5. Conclusions The objective of this study was to address the issue of using various machine learning methods for injury prediction from the athlete' 's internal and external loads conjointly. The results of this study show that depending on the complexity of the predictive model, the different predictive metrics values for injury prediction are close to 100%, especially with a 1-month time horizon. In addition,",Chunk 153: The aim of this study was to address the issue of using various machine learning methods for injury prediction from the athlete's internal and external loads conjointly
154,"it appears that the subjective variables (i.e., internal load) of the pre-session questionnaire (such as sleep quality, fatigue, shape, mood) as well as post-session questionnaire (satisfaction and pleasure) and RPE are found to be determining factors in the occurrence of injuries. Overall, our findings provide further justification for the implementation of a team-wide monitoring strategy of internal load in elite soccer players.",Chunk 154: The effects of a team-wide monitoring strategy of internal load in elite soccer players on the occurrence of injuries have been investigated in a cross-country
155,"Finally, although the preliminary results of this paper appear encouraging and relevant, future research with a larger sample size by involving several teams from the same championship can provide sufficient data to move from specific conclusions to general ones about machine learning methods. Author Contributions: Conceptualization, E.V., N.S.-C. and A.I.; Formal analysis, E.V. and N.S.-C.; Investigation,",Chunk 155: The aim of this paper is to investigate whether a machine learning method can be used to predict the outcome of a chess match based on
156,"E.V.; Methodology, N.S.-C. and A.L; Project administration,) J.M. and S.P,; Supervision,' S.P,; Validation, E.V., N.S.-C., J.M. and S.P; Writing original draft, E.V.; Writing -review & editing, N.S.-C., A.I. and S.P,; All authors have read and agreed to the published version of the manuscript. Funding: This research received no external funding. Conflicts of Interest: The authors declare that there are no conflicts of interest regarding the publication of",Chunk 156: All authors have read and agreed to the published version of the manuscript.
157,"this paper. Appl. Sci. 2020, 10, 5261 16 of 20 Appendix A Table A1. Optimal hyper-parameters for 1-week injury prediction.",Chunk 157: Predicting the likelihood of an injury in a sport
158,Model Parameter Accuracy Precision Recall,Chunk 158: The world's most accurate 3D printer is
159,AUC KNN K 1 2,Chunk 159: Watch highlights of the African Nations Championship (CHAN
160,1 1 LDA tol 1.30 x10-4,Chunk 160:     
161,9.87 x10-2 1.75 x10-5 1.65 x10 -5 criterion entropy entropy,"Chunk 161: All photographs courtesy of AFP, EPA, Getty Images"
162,entropy entropy tree max depth 8083,Chunk 162: entropy entropy entropy entropy entropy entropy entropy entropy entropy entropy
163,"10,000 10,000 10,000 min samples split 2",Chunk 163: BBC Sport takes a look at some of the key
164,2 2 12 min impurity decrease 0,Chunk 164: BBC Sport takes a look at some of the key
165,0 0 0.00332908 gaussianNB var smoothing,Chunk 165: gaussianNB var smoothing gaussianNB
166,0.04 0.04 0.00 0.02 n estimators,Chunk 166: Check out our estimators below to see how much
167,"10,000 10 8145 10,000 criterion",Chunk 167: A selection of photographs from across the African continent this
168,entropy entropy entropy entropy forest,"Chunk 168: entropy, entropy, entropy, entropy, entropy,"
169,max depth 63 100 93 10,Chunk 169: BBC Sport takes a look back at some of the
170,min samples split 2 2 2 2,Chunk 170: BBC Sport takes a look back at some of the
171,min impurity decrease 0 0 0 0,"Chunk 171: All photographs  AFP, EPA, Getty Images"
172,max features 0.5 0.01 0.5 0.5,Chunk 172: BBC Sport takes a look back at some of the
173,"C 823,469 442,788 397,591 1,000,000",Chunk 173: The winning numbers in Saturday evening's drawing of
174,SVM gamma 2.9 2.8 2.6,Chunk 174: A selection of photographs from around the world this week
175,0 degree 7 8 8,Chunk 175: BBC Sport takes a look back at some of the
176,"1 hidden layer sizes (100, 100, 50) (100, 50, 50) (50, 100, 100) (100, 100, 100) MLP activation tanh",Chunk 176: BBC Sport takes a look at some of the key
177,relu relu relu alpha 1.00 x10-5,Chunk 177: BBC Sport takes a look back at some of the
178,0.0001 1 x10-5 1 x10-5 penalty 12,Chunk 178: BBC Sport takes a look back at some of the
179,12 12 12 logit tol,Chunk 179: BBC Sport takes a look back at some of the
180,0.45 0.51 0.08 1 x10-6 C,Chunk 180: The winning numbers in Saturday evening's drawing of
181,"516,729 9658 270,370 1x106 11 ratio",Chunk 181: The winning numbers in Saturday evening's drawing of
182,0 1 0 1 penalty,Chunk 182: BBC Sport takes a look back at some of the
183,12 none 12 11 Elasticnet,Chunk 183: BBC Sport takes a look back at some of the
184,tol 0.48 0.00 1.00 0.00,Chunk 184: BBC Sport takes a look back at some of the
185,"C 250,061 1 x106 0 227,702",Chunk 185: BBC Sport takes a look back at some of the
186,11 ratio 0 1 0 1,Chunk 186: The winning numbers in Saturday evening's drawing of
187,max depth 5 10 3 10,Chunk 187: BBC Sport takes a look back at some of the
188,n estimators 946 1x103 1x103 654,Chunk 188: BBC Sport takes a look back at some of the
189,XGB eta 0.01 0.01 0.59,"Chunk 189: All photographs courtesy of AFP, EPA, Getty Images"
190,0.12 gamma 0 5 0,Chunk 190: BBC Sport takes a look back at some of the
191,0 sampling method gradient based gradient based gradient based uniform Ridge alpha 6.39 x10-1,Chunk 191: Sampling method gradient based gradient based uniform Ridge alpha
192,0 0 6.83 x101 tol 1,Chunk 192: BBC Sport takes a look back at some of the
193,"0 0 1 Appl. Sci. 2020, 10, 5261 17of 20","Chunk 193: Researchers at the University of California, Los Angeles,"
194,Table A2. Optimal hyper-parameters for 1-month injury prediction. Model Parameter Accuracy Precision,Chunk 194: A model for predicting the risk of long-term
195,Recall AUC KNN K 1,Chunk 195: Watch highlights of the African Nations Championship (CHAN
196,1 1 4 LDA tol,Chunk 196: BBC Sport takes a look at some of the key
197,5.12 x10-6 0 0 0 criterion,Chunk 197: BBC Sport takes a look at some of the key
198,entropy gini entropy entropy max depth,Chunk 198: entropy gini entropy max depth entropy gini entropy
199,"50 1513 10,000 9529 tree",Chunk 199: A selection of photographs from around the world this week
200,min samples split 2 2 2 25,Chunk 200: BBC Sport takes a look back at some of the
201,min impurity decrease 0 1.35 x10-4 0 3.5 x10-3,"Chunk 201: All photographs courtesy of AFP, EPA, Getty Images"
202,gaussianNB var smoothing 0.0325 0 1 x10-4,Chunk 202: gaussianNB var smoothing 0.0325 0 1
203,0.13 n estimators 1 x105 415 252,Chunk 203: BBC Sport takes a look back at some of the
204,5269 criterion entropy gini entropy,Chunk 204: A look at some of the key statistics behind the
205,entropy forest max depth 87 29,Chunk 205: A selection of photos from around the world this week
206,92 75 min samples split 2 2,Chunk 206: BBC Sport takes a look back at some of the
207,2 5 min impurity decrease 0 0,Chunk 207: BBC Sport takes a look at some of the key
208,0 0 max features 0.5 0.195,Chunk 208: BBC Sport takes a look back at some of the
209,0.5 0.3638 C 176530 1x107,Chunk 209: BBC Sport takes a look back at some of the
210,"1 x106 816,071 SVM gamma 1.11",Chunk 210: SVM gamma    
211,1 x10-6 1 x10-6 1 x10-6 degree 3,Chunk 211: BBC Sport takes a look back at some of the
212,8 1 7 hidden layer sizes (50. 100. 100) (50. 50. 100) (100. 100. 50) (100. 100. 100) MLP,"Chunk 212: All photographs courtesy of AFP, EPA, Getty Images"
213,activation relu relu relu relu,Chunk 213:     
214,alpha 1 x10-5 1 x10-5 1 x10-5 1 x10-5,Chunk 214: BBC Sport takes a look back at some of the
215,penalty 12 12 12 12,Chunk 215: BBC Sport takes a look at some of the key
216,logit tol 0.98 0.01459 0.38 0.0028,Chunk 216: logit tol 0.98 0.01459 0.38
217,"C 3125 2976 999,758 2275",Chunk 217: BBC News NI takes a look at some of the
218,11 ratio 0 0 0 1,Chunk 218: The winning numbers in Saturday evening's drawing of
219,penalty elasticnet 11 elasticnet 11,Chunk 219: BBC Sport takes a look back at some of the
220,elasticnet tol 7 x10-4 1 x10-6 1 x10-4,Chunk 220: BBC Sport takes a look back at some of the
221,1 x10-6 C 966341 1x106 1 x106,"Chunk 221: All photographs courtesy of AFP, EPA, Getty Images"
222,"683,586 11 ratio 0 1 0",Chunk 222: The winning numbers in Saturday evening's drawing of
223,1 max depth 5 4 5,Chunk 223: BBC Sport takes a look back at some of the
224,10 n estimators 737 594 875,Chunk 224: BBC Sport takes a look back at some of the
225,904 XGB eta 0.256 0.45327,Chunk 225: BBC Sport takes a look back at some of the
226,0.4529 0.03162 gamma 0 0,Chunk 226: A selection of photographs from around the world this week
227,0 0 sampling method uniform uniform gradient based uniform,Chunk 227: BBC Sport takes a look at some of the key
228,Ridge alpha 33 17.1 0,Chunk 228: BBC News NI takes a look at some of the
229,0 tol 1 0 1,Chunk 229: BBC Sport takes a look back at some of the
230,"0 Appl. Sci. 2020, 10, 5261 18 of 20 Figure A1. Complete decision tree learnt on questionnaires dataset for one-month injury prediction optimised for precision metric.",Chunk 230: A decision tree for one-month injury prediction has been
231,"Appl. Sci. 2020, 10, 5261 19 of 20 References 1. Della Villa, F.; Mandelbaum, B.R.; Lemak, L.J. The Effect of Playing Position on Injury Risk in Male Soccer Players: Systematic Review of the Literature and Risk Considerations for Each Playing Position. Am. J. Orthop.",Chunk 231: The Effect of Playing Position on Injury Risk in Male Soccer Players: Systematic Review of the Literature and Risk
232,"2018, 47, 1-11. [CrossRef] [PubMed] 2. Jones, C.M.; Griffiths, PC.; Mellalieu, S.D. Training Load and Fatigue Marker Associations with Injury and Illness: A Systematic Review ofLongitudinal Studies; Springer International: Publishing: Berlin/Heidelberg, Germany, 2017; Volume 47. 3. Gomez-Piqueras, P.; Gonzalez-Villora, S.; Sainz de Baranda Andujar, M.; Contreras-Jordan, O. Functional","Chunk 232: The following papers have been published in Springer International: Springer International: Publishing: Berlin/Heidelberg, Germany"
233,"Assessment and Injury Risk in a Professional Soccer Team. Sports 2017,5,9. [CrossRef] [PubMed] 4. Gabbett, T.J. The development and application of an injury prediction model for noncontact, soft-tissue injuries in elite collision sport athletes. J. Strength Cond. Res. 2010, 24, 2593-2603. [CrossRef]! [PubMed] 5. Borresen, J.; Ian Lambert, M.; Lambert, M.I. The quantification of training load, the training response and the effect on performance. Sports Med. 2009, 39, 779-795. [CrossRef]",Chunk 233: The following papers have been published in the journal Sports Medicine over the past five years:
234,"6. Impellizzeri, F.M.; Rampinini, E.; Coutts, A.J.; Sassi, A.; Marcora, S.M. Use of RPE-based training load in soccer.Med. Sci. Sports Exerc. 2004, 36, 1042-1047. [CrossRef] 7. Casamichana, D.; Castellano, J.; Calleja-Gonzalez, J; RomaN, J.S.; Castagna, C. Relationship between indicators of training load in soccer players. J. Strength Cond. Res. 2013, 27, 369-374. [CrossRef] 8. Randers, M.B.; Mujika, L; Hewitt, A.; Santisteban, J.; Bischoff, R.; Solano, R.; Zubillaga, A.; Peltola, E.;","Chunk 234: Key words: training load, strength and conditioning."
235,"Krustrup, P.; Mohr, M. Application of four different football match analysis systems: A comparative. study. J. Sports Sci. 2010, 28, 171-182. [CrossRef] 9. Vigne, G.; Gaudino, C.; Rogowski, L; Alloatti, G.; Hautier, C. Activity profile in elite Italian soccer team. Int. J. Sports Med. 2010, 31, 304-310. [CrossRef] 10. Di Salvo, V.; Baron, R.; Tschan, H.; Calderon Montero, F.J.; Bachl, N.; Pigozzi, F. Performance characteristics",Chunk 235: Football match analysis systems: a comparative study.
236,"according to playing position in elites soccer. Int. J. Sports Med. 2007, 28, 222-227. [CrossRef] 11. Carling, C.; Bloomfield, J.; Nelsen, L.; Reilly, T. The role of motion analysis in elite soccer: Contemporary performance measurement techniques and work rate data. Sports Med. 2008, 38, 839-862. [CrossRef] 12. Colby, M.J.; Dawson, B.; Heasman, J.; Rogalski, B.; Gabbett, T.J. Accelerometer and GPS-derived running loads and injury risk in elite Australian footballers. J. Strength Cond. Res. 2014, 28, 2244-2252. [CrossRef]","Chunk 236: Carling, C.; Bloomfield, J.; Nelsen, L.; Reilly, T."
237,"[PubMed] 13. Akenhead, R.; Nassis, G.P. Training load and player monitoring in high-level football: Current practice and perceptions. Int. J. Sports Physiol. Perform. 2016, 11, 587-593. [CrossRef] [PubMed] 14. Raya-Gonzalez, J.; Nakamura, FY.; Castillo, D.; Yanci, J.; Fanchini, M. Determining the relationship between internal load markers and noncontact: injuries in young elite soccer players. Int. J. Sports Physiol. Perform.","Chunk 237: In: Akenhead, R.; Nassis, G.P."
238,"2019, 14, 421-425. [CrossRef] [PubMed] 15. Haddad, M.; Padulo,J.; Chamari, K. The usefulness of session rating of perceived exertion for monitoring training load despite several influences on perceived exertion. Int. J. Sports Physiol. Perform. 2014, 9, 882-883. [CrossRef] [PubMed] 16. Malone, S.; Roe, M.; Doran, D.A.; Gabbett, T.J.; Collins, K. High chronic training loads and exposure to bouts","Chunk 238: The Journal of the American College of Sports Medicine, vol."
239,"of maximal velocity running reducei injury risk in elite Gaelic football. J. Sci. Med. Sport 2017, 20, 250-254. [CrossRef] [PubMed] 17. Bartlett, J.D.; O'Connor, F.; Pitchford, N.; Torres-Ronda, L.; Robertson, S.J. Relationships between internal and external training load in team-sport athletes: Evidence for an individualized approach. Int. J. Sports Physiol. Perform. 2017, 12, 230-234. [CrossRef]","Chunk 239: Bartlett, J.D.; O'Connor, N.; Torres-Ronda, L."
240,"18. Claudino, J.G.; de Capanema, D.O.; de Souza, TV; Serrao, J.C.; Machado Pereira, A.C.; Nassis, G.P. Current Approaches to the Use of Artificial Intelligence for Injury Risk Assessment and Performance Prediction in Team Sports: A Systematic Review. Sports Med. Open 2019, 5, 28. [CrossRef] 19. Rossi, A.; Pappalardo, L.; Cintia, P.; Iaia, F.M.; Fernandez, J.; Medina, D. Effective injury forecasting in soccer with GPS training data and machine learning. PLoS ONE 2018, 13, e0201264. [CrossRef] [PubMed]",Chunk 240: Artificial intelligence for injury risk assessment and performance prediction in team sports: a systematic review.
241,"20. Roe, G.; Darrall-Jones, J.; Black, C.; Shaw, W.; Till, K.; Jones, B. Validity of 10 Hz GPS and Timing Gates for Assessing Maximum Velocity in Professional Rugby Union Players. Int. J. Sports Physiol. Perform. 2017, 12, 836-839. [CrossRef] Appl. Sci. 2020, 10, 5261 20 of 20",Chunk 241: The impact of GPS and timing Gates on maximum Velocity in professional rugby union.
242,"21. Rampinini, E.; Alberti, G.; Fiorenza, M.; Riggio, M.; Sassi, R.; Borges, T.O.; Coutts, A.J. Accuracy of GPS devices for measuring high-intensity running in field-based team sports. Int. J. Sports Med. 2015, 36, 49-53. [CrossRef] 22. Rampinini, E.; Bishop, D.; Marcora, S.M.; Ferrari Bravo, D.; Sassi, R.; Impellizzeri, F.M. Validity of simple field tests asi indicators of match-related physical performancei in top-level professional soccer players. Int. J.",Chunk 242: Field tests as indicators of match-related physical performance in top-level professional soccer players.
243,"Sports Med. 2007, 28, 228-235. [CrossRef] [PubMed] 23. Di Salvo, V; Gregson, W.; Atkinson, G.; Tordoff, P.; Drust, B. Analysis of high intensity activity in premier league soccer. Int. J. Sports Med. 2009, 30, 205-212. [CrossRef] [PubMed] 24. Barrett, S.; Midgley, A.; Lovell, R. PlayerLoadTM: Reliability, convergent validity, and influence of unit position during treadmill running. Int. J. Sports Physiol. Perform. 2014, 9, 945-952. [CrossRef] [PubMed]","Chunk 243: In: Di Salvo, V., Gregson, W., Atkinson, G., Tordoff, P., Drust, B"
244,"25. Fisher, R.A. The Use of Multiple Measurements in Taxonomic Problems. Ann. Eugen. 1936, 7, 179-188. [CrossRef] 26. McLachlan, G. Discriminant. Analysis and Statistical Pattern Recognition; Wiley: Hoboken, NJ, USA, 2004. 27. Maron, M.E. Automatic Indexing: An Experimental Inquiry. J. ACM 1961, 8, 404-417. [CrossRef] 28. Rish, I. An empirical study of the naive Bayes classifier. In Proceedings of the International Joint Conference",Chunk 244: The following is a list of key figures in the field of Bayesian inference.
245,"Artificial Intelligence 2001 Work Empir Methods Artificial Intelligence, Seattle, WA, USA, 4-10 August 2001; PP. 41-46. 29. Breiman, L.; Friedman, J; Stone, C.J. Classification Algorithms and Regression Trees. Classif. Regres. Trees 1984, 246-280. 30. Breiman, L. Random Forests. Mach. Learn. 2001, 45, 5-32. [CrossRef]","Chunk 245: Breiman, L.; Friedman, J; Stone, C.J."
246,"31. Boser, B.E.; Guyon, LM.; Vapnik, VN. A training algorithm for optimal margin classifiers. In Proceedings of the 5th Annual Workshop on Computational Learning Theory (COLT'92), Pittsburgh, PA, USA, 27-29 July 1992; PP. 144-152. 32. Werbos, P. Beyond Regression: New Tools for Prediction and Analysis in the Behavioral Sciences. Ph.D. Thesis, Department of Applied Mathematics, Harvard University, 1974, unpublished.","Chunk 246: In: Proceedings of the 5th Annual Workshop on Computational Learning Theory (COLT'92), Pittsburgh, PA, USA, 27-29"
247,"33. McCulloch, W.S.; Pitts, W.A. logical calculus nervous activity. Bull. Math. Biol. 1943, 52, 99-115. [CrossRef] 34. Rosenblatt, F. Frosenblatt. Psychol. Rev. 1958, 65, 1-23. 35. Jebara, T. Machine Learning: Discriminative and Generative; Kluwer Academic; Springer: Berlin/Heidelberg, Germany, 2004. 36. Jaspers, A.; De Beéck, T.O.; Brink, M.S.; Frencken, W.G.; Staes, F.; Davis, JJ.; Helsen, W.F. Relationships","Chunk 247: In: Rosenblatt, F., and Pitts, W."
