Chunk Number,Original Text Chunk,Summary
86,"layers and they have experienced different SSTCs during fabrication; recall that pP1 has been extracted from thet topmost layer and pP3 has been extracted from the bottommost layer. However, these differences are comprised within the measurement dispersion. While in our previous TEM studies it was observed non-oxide precipitates together with Mn-Si-rich oxides [4, 12), the ones that are observed in the TXM micrograms in this work are mainly oxides for the","Chunk 86: In this work, we have investigated the spatio-temporal differences (SSTCs) between Mn-Si-rich and non-Mn-Si-rich oxides in"
87,"following three reasons: (i) the initial 9 for all micropillars is similar to the one reported for Mn-Si-rich oxide precipitates in our previous TEM study performed on the same 3-layer LMD 316L wall [4), (ii) at the temperatures and times investigated the precipitates should be mainly oxide [12), and (iii) based on the composition of the investigated steel, the initial f is in agreement with the equilibrium f for MnSiO3 and one order of magnitude higher than the equilibrium fraction of sulfide expected (see Figure 8 in [41).",Chunk 87: The initial f for the Mn-Si-rich oxide precipitates investigated on the LMD 316L wall is in agreement with the equilibrium f for Mn3 and one order of magnitude higher than the equilibrium fraction of
88,"Due to the amorphous nature of the precipitates, it was not possible to investigate their nature and their phase fraction with X-ray diffraction. This observation does not imply that there are no non-oxide precipitates or no spinel precipitates in the micropillars but that the phase contrast between oxide, non- oxides, spinels and the TXM resolution may not be sufficiently large for this technique to allow separating them.",Chunk 88: The morphology of amorphous precipitates in micropillars has been investigated using a high-energy X-ray technique.
89,"Table 2: Volume fraction (f), particle density (p), average equivalent diameter (sp), and contribution to increasing the yield stress (Adp) of the precipitates investigated for each micropillar before and after each SSTC. pP SSTC f (vol%) 4 (nm) P (#/um) Adp (MPa) 1 Init. 0.179 169.9","Chunk 89: Table 2: Volume fraction (f), particle density (p), average equivalent diameter (sp), and contribution to"
90,0.539 17.2 1 0.232 172.1,Chunk 90: BBC Sport takes a look back at some of the
91,0.659 19.5 2 0.209 170.2 0.608,Chunk 91: The winning numbers in Saturday evening's drawing of
92,18.6 3 0.113 157.1 0.327 14.4,Chunk 92: BBC Sport takes a look back at some of the
93,2 Init. 0.199 177.8 0.546 17.5 1 0.239 184.3,Chunk 93: BBC Sport takes a look back at some of the
94,0.609 18.7 2 0.136 164.6 0.437,Chunk 94: BBC Sport takes a look back at some of the
95,15.3 3 Init. 0.212 178.0 0.557 18.1 1,Chunk 95: The winning numbers in Saturday evening's drawing of
96,0.155 167.3 0.336 16.2 9,Chunk 96: The winning numbers in Saturday evening's drawing of
97,a) 0.9 b) 0.9 f (vol%) f(vol%) 1 0.8 uP1,Chunk 97: The winning numbers in Saturday evening's drawing of
98,p (Hum3 0.8 P2 p (#lum3) $ (um) g (um),Chunk 98: BBC Sport looks at some of the best moments from
99,0.7 0.7 0.6 0.6 e,Chunk 99: BBC Sport takes a look back at some of the
100,9 0.5 D0 0.5 a a 0.4,Chunk 100: The winning numbers in Saturday evening's drawing of
101,a 0.4 0.3 MnSiO3 Equ. fraction 1 0.3 MnSio3 Equ. fraction 0.2 0.2,Chunk 101: The value of the Equ fraction is derived from the
102,E I 0.1 0.1 0,Chunk 102: The winning numbers in Saturday evening's drawing of
103,0 Init. SSTC1 SSTC2 SSTC3 Init. SSTC1 SSTC2,Chunk 103: SSTC1 SSTC2 SSTC3
104,Thermal treatment Thermal treatment c) 0.9 f (vol%) 1 0.8 MP3,Chunk 104: BBC News NI takes a look at some of the
105,p (Hum3 - d (um) 0.7 0.6 9,Chunk 105: A look back at some of the most memorable moments
106,0.5 a a 0.4 0.3 MnSiO3 Equ. fraction 0.2,Chunk 106: The value of the pound against the dollar at the
107,$ 0.1 0 Init. SSTC1,Chunk 107: BBC Sport looks at some of the key stories from
108,"Thermal treatment Figure 6: Volume fraction (f), particle density (p), and average equivalent diameter (sp) of precipitates in a) pP1, b) pP2, and c) pP3, before and after each applied SSTC of the respective micropillars. The gray line is the equilibrium volume fraction of MnSiO3 at RT. The first SSTCs of pP1 and pP2 were applied to study the efect of single versus multiple SSTCS on","Chunk 108: Researchers at the Research Institute (RT) at the University of California, Los Angeles (UCLA), and the University of California, Berkeley (UC Berkeley), have"
109,"precipitate evolution. After P1-SSTC1, f and P have increased and 6 remains nearly the same. These observations could be rationalized in the following manner. At the end of solidification during LMD, supersaturated oxygen should still be present in the solid solution in austenite [3] or at defects such as dislocations and grain boundaries (as observed in cast steel [21]). This oxygen led to oxide precipitation during pP1-SSTC1. Due to the high heating rate during pP1-SSTC1, precipitate nucleation occurred at",Chunk 109: The evolution of austenite precipitates during low-molecular-weight (LMD) solidification has been investigated.
110,"a temperature higher than the one during slow heating. This higher temperature resulted in an increase in the driving force for precipitate nucleation, which in turn resulted in an increase in the number of finer precipitates. In addition, there was less time for recovery, which caused an increase in the number of nucleation sites at crystal defects (e.g., dislocations) as well as the nucleation potency. Meanwhile, pre-existing precipitates grew during SSTC; note that these pre-existing precipitates also include the ones",Chunk 110: The growth of precipitates during SSTC was influenced by a number of factors.
111,"whose 9 is lower than 81.1 nm and could not be resolved via TXM. The first cycle of pP2-SSTC1 (heating to 1000 °C and cooling to RT at 1000 °C/s) is the same as P1-SSTC1. Then, this cycle was followed by multiple cycles with a continuous increase of the average temperature and finally reaching a low amplitude cycle between 550 oC and 650 oC until the end of P2-SSTC1. After this first cycle, it is expected the same f, 4, and P evolution as P1-SSTC1. Thus,",Chunk 111: The evolution of pP2-SSTC1 from pP1-SSTC1 has been described.
112,"the highest 4 and lowest p for a similar f than pP1-SSTC1 observed at the end of the P2-SSTC1 suggest 10 that precipitate coarsening has occurred. After each of P1-SSTC2, P1-SSTC3, P2-SSTC2, and pP3-SSTC1, there is a decrease in f, P, and 4, which indicates that precipitates have dissolved. This result is unexpected since additional heat treatment","Chunk 112: In this study, f, P, and 4 are measured as a function of the rate of precipitate coarsening at the end of"
113,"should result in precipitate coarsening and an increase in f to reach the equilibrium fraction. Furthermore, these observations contradict those reported in studies that investigated precipitate evolution in 316L [2, 5,6, 22); in those studies, f remains constant while  increases and P decreases due to precipitates coarsening. The explanation for this unexpected result is provided in Section 4. Figure 7 shows the evolution of 4 of the oxide precipitates as a function of the cooling rate (7) of",Chunk 113: The evolution of oxide precipitates in 316L has been investigated.
114,"solidification. The data presented encompasses conventional casting, directed energy deposition, and powder bed fusion processes. The 9 reported in this work is found to be in good agreement with our previous TEM work [4] and follows well the evolution trend, which is found to be linear. Based on this linear trend, we propose an empirical relationship correlating 4 and the cooling rate (7). To avoid bias, only measured or computed cooling rates based on experimental data (filled symbols in Figure 7) were","Chunk 114: In this work, we report the evolution and cooling rates of 9 different solidification processes."
115,used. The empirical relationship reads: 4 = 3.609 1-0.344 (3) where 4 is in pm and T in K/s. The 4 predicted from the cooling rates of solidification with Equation 3 (see Figure 7) is in good,Chunk 115: The empirical relationship between solidification rates with Equation 3 (see Figure 5) and the
116,"agreement with the entire range of experimental data presented. This relationship can be used to estimate the cooling rates of solidification occurring during different processing conditions; a similar approach was initially developed and used to predict cooling rates during solidification from secondary cellular arm spacing [23] and primary cellular arm spacing [24] during casting and from primary cellular arm spacing during AM [25, 26).",Chunk 116: This paper presents a new method for predicting the cooling rates of solidification from a variety of experimental data.
117,102 101 Kim[27] a Schwerdtfeger! [28] A 100,Chunk 117: Kim Kardashian West has been named the world's
118,Takada[29] C € 00 Aversa(11) o A,"Chunk 118: All photographs courtesy of AFP, EPA, Getty Images"
119,Bertsch [30] D Eol1) A 10-1 Eo[71 V Eo(10) o,Chunk 119: A look back at some of the most memorable moments
120,Moheimani I [26] o Upadhyay [4] e 10-2,Chunk 120: BBC Sport takes a look at some of the best
121,A Bertsch[30] A a Eo[7) e 8 Yan[2] a,Chunk 121: A Bertsch[30] A a Eo[
122,Present work * 10-3 Eq.3 - 10-2 100 102 104 106 108 Cooling rate (K/s),"Chunk 122: The world's tallest building, the Burj Khalifa"
123,"Figure 7: Comparison of 4 of the Mn-Si-rich oxides in 316L as a function of the cooling rate encompassing conventional casting (red), direct energy deposition (green), and powder bed fusion (blue) processes. Cooling rates (7 in K/s) were estimated from primary cellular arms spacing (A in pm) using T = (80/A)1/0.33 [24,26] whenever they were not reported in the initial work. However, only the filled symbols were used to evaluate the correlation between T and 4, since T were not estimated from A in these","Chunk 123: The cooling rate of Mn-Si-rich oxides in 316L as a function of the cooling rate encompassing conventional casting (red), direct energy deposition (green), and powder bed fusion (blue) processes"
124,"studies. The references used are 1,2,4,7,10,11,26-30, Mn-Si-rich oxide precipitates in additively manufactured 316L have been reported to be mainly amor- phous in nature [3-5,7,8,13] as suggested by the thermodynamic calculations performed in [10). They may act as obstacles for dislocation motion resulting in strengthening of the material as observed in [6,7. This contribution can be estimated based on the Orowan strengthening mechanism [31]. The increase in",Chunk 124: The contribution of oxide precipitates to the mechanical properties of 316L has been investigated.
125,"11 strength (reported in Table 2) resulting from dislocations bowing out between non-shearable amorphous spherical precipitates was calculated following [6] using the following parameters: Taylor factor M = 3.06, shear modulus G = 76 GPa, Burgers vector b = 2.55 nm, and Poisson' 's ratio V = 0.291 [32). In all cases, the contribution to increase in the yield strength from oxide precipitates is relatively small",Chunk 125: The shear modulus of oxide precipitates has been calculated using the Taylor factor M and the Burgers vector b.
126,"(K 20 MPa), which is in accordance with previous results in the literature on precipitate strengthening in LMD 316L [6,7. Note however that this contribution is typically higher in laser powder bed fusion process of 316L because of smaller precipitate sizes (K 60 nm) [2,3,5,7,22] due to higher solidification and cooling rates. 4 Discussion",Chunk 126: In this paper we present the results of a study on the strengthening of precipitates in laser powder bed fusion process of 316L
127,"In Section 3, it was observed that f, 4, and P decreased after P1-SSTC2, pP1-SSTC3, P2-SSTC2, and P3-SSTC1. These observations contradict our initial expectation about precipitate evolution and previous works on heat-treatment of an additively manufactured 316L [2,5,6,22). For a fixed alloy composition and temperature during a thermal treatment, and in absence of precipitation of other phases, f should tend to its equilibrium value. Assuming that oxygen content is the limiting factor, the fraction","Chunk 127: In Section 2, it was observed that f, 4, and P decreased after P1-SSTC2, pP1-SSTC3, and P3-SSTC1."
128,"of oxide precipitates at equilibrium with austenite is given by: alloy (4) where fP is the mole fraction of precipitates, to alloy is the average initial oxygen content of the alloy, ab is the oxygen content of austenite in moles, and 3 is the oxygen content of the precipitate in moles.",Chunk 128: oxide precipitates at equilibrium with austenite are given by: alloy (4) where fP is the mole fraction
129,"After oxide precipitation due to SSTC, ab < 1 due to the very low soluble-oxygen content of austenite. Then, fP can be approximated as: L alloy fP (5)",Chunk 129: The alloy fP (5) is made from austenite
130,L 0 The decrease in fP can occur either by increasing the amount of oxygen of the precipitate by solid phase transformation or by decreasing the average oxygen content of investigated steel or both. The two approaches are independently discussed in the following. 4.1 Phase transformation to a more stable precipitate,Chunk 130: The reduced oxygen content (FP) of a precipitate can be reduced by a number of methods.
131,"After annealing at high temperature (T = 1065 C and 1150 oC) during 2 hours, Deng et al. [5] reported the evolution of MnSiO3 to CrMn204 in non-recrystallized grains and the evolution of MnSiO3 to Si-rich precipitates in recrystallized grains. Evolution towards richer Si and Cr-Mn precipitates is also observed by [12] after subjecting the sample to SSTCs that could occur during AM. According to the Ellingham diagram, SiO2 by itself is the most stable oxide amongst all possible Mn,Siy0z (x, y N 0, and Z > 0) [33].","Chunk 131: The evolution of Mn,Siy0z, Cr and Cr-rich precipitates in non-recrystallized grains has been reported."
132,"However, oxides present in 316L at equilibrium are. highly dependent on the composition [5] and, to a lesser extent, on the temperature in the range investigated [2,5] (650°C to 1100°C). Preferential segregation of Cr and Mo occurs at the interdendritic regions in any as-built 316L microstructure. These segregations affect the solubility limit between oxides and the matrix, and hence their stability [5). In addition, the equilibrium stability of oxides highly depends on the Si content [2): depending of the Si content the",Chunk 132: The stability of Cr and Mo in 316L is well known.
133,"most stable precipitate could be MnSiO3, CrMn204, SiO2, or quartz. Finally, if recrystallization occurs during the thermal treatments, then it would affect the evolution of MnSiO3 precipitates [5). Due to the metastable nature of any additively manufactured microstructure, evolution towards more stable phases is then expected during annealing of 316L. Assuming the transformation occurs from MnSiO3 to SiO2, a lower mole fraction of precipitates for a fixed alloy oxygen content is then expected due to the","Chunk 133: The microstructure of 316L, a martensitic chromium-nickel alloy, could be modelled using a number of methods."
134,"higher molar oxygen content of SiO2 (2/3 at% 0) than MnSiO3 (3/5 at% 0). Conversely, precipitation of CrMn204 (4/7 at% 0) would result in a higher mole fraction of precipitates for a fixed alloy oxygen content. However, these differences between the oxygen content of precipitates are small and they cannot explain the observed decrease in f and dissolution of precipitates. In addition, the molar volumes of the oxide precipitates considered are similar and do not result in a strong change in f. These claims",Chunk 134: The dissolution rate of Cr2SnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSnSn
135,"are supported by thermodynamic calculations for 316L showing that similar f are observed between the precipitates considered [2,5). 12 4.2 Decrease of the average oxygen content of the steel Micropillars were heat-treated inside a TEM operating under primary vacuum (n 10-8 mbar). Heat",Chunk 135: The following is a chronology of key events:
136,"treatments under such an environment can result in the evaporation of elements [34). This phenomenon has been observed in stainless steels annealed at high temperatures with the evaporation of Mn, Cr, Si, and O elements [35-37] accompanied with the reduction of oxides [36,37). Evaporation is a time and temperature dependent mechanism; longer is the treatment or higher is the temperature or both, higher is the amount of released elements [34. This mechanism could explain oxide dissolution (i.e., decrease in",Chunk 136: The stainless steel industry is subjected to a high temperature and high pressure environment.
137,"f) within micropillars observed during heat-treatments in the TEM. To assess this mechanism, finite difference simulations were performed to track chemical species evo- lution across the micropillar under vacuum. An infinitely-long cylinder with a radius (r) of 12.5 um was assumed to describe the micropillar. Finite difference approximation formulae for a cylinder provided by Crank were used [38). At t = 0, WCr = 16.9 wt%, WMn = 1.5 wt%, WSi = 0.7 wt%, and wo = 0.05",Chunk 137: A novel mechanism has been proposed to control the transfer of chemical species (e.g.
138,"wt% were set for the steel composition investigated. At T = 12.5 um, Wi = 0 was imposed as a boundary condition to simplify the evaporation mechanism (i.e., solid-state diffusion is assumed to be the limiting factor). Diffusion coefficients within austenite were taken from [39] for Cr, Mn, and Si, and from [40] for O. Figure 8 shows the chemical species evolution as a function of the distance from the center of the",Chunk 138: Figure 7 shows the chemical species evolution as a function of the distance from the center of austenite's evaporation chamber.
139,"micropillar at different time for two temperatures: a) 600 °C (mean quasi-steady-state temperature of pP1-SSTC2, P2-SSTC1, and pP2-SSTC2) and b) 1100 °C (annealing temperature of pP1-SSTC3 and pP3-SSTC1) calculated using the finite difference model. At 600 OC, there is no evaporation or diffusion at the length scale investigated for Cr, Mn, and Si after holding during 7200 S, in agreement with [35-37). Meanwhile, a gradient in O at the interface (between micropillar and vacuum), as well as a decrease","Chunk 139: The evaporation and diffusion of Cr, Mn and Si at different temperatures have been investigated in a Pt."
140,"in the amount of O within the micropillar, are predicted due to evaporation and solid-state diffusion. At 1100 oC, the gradient of Cr and Mn are respectively restricted to the interface over 2 4.5 pm and 2 2.5 pm while evaporation and diffusion of Si are more pronounced after holding during 7200 S. Due to the higher diffusion coefficient of O, the amount of O within the micropillar decreases fast and becomes negligible after 2 S.","Chunk 140: The coefficients of Cr, Mn and Si, as well as the coefficient of diffusion of Cr, Mn and Si, in the micropillar of a silicon carbide (Si) wafer are"
141,a) 101 Cr-900 S b) 101 Cr-900 S Cr-1800 S,Chunk 141: The latest rainfall figures from the Australian Bureau of Meteorology
142,Cr-1800 s 100 Cr-3600 S 100 Cr-3600 S,Chunk 142: Cr-1800s 100 Cr-3600 S 100 Cr
143,Cr-7200s Cr-7200s 10-1 Mn-1800 Mn-900s s 10-1,"Chunk 143: All photographs  AFP, EPA, Getty Images"
144,Mn-1800 Mn-900s S 10-2 Mn-3600 S Mn-3600s Mn-7200 S,"Chunk 144: All photographs courtesy of AFP, EPA, Getty Images"
145,5 10:2 Mn-7200 S Si-900: S Si-900 S 3 103,Chunk 145: BBC Sport takes a look back at some of the
146,Si-1800s 3 103 Si-1800s Si-3600s Si-3600s,Chunk 146: Si-1800s 3 103 Si-1800s Si-3
147,104 Si-7200 S 10-4 Si-7200s 0-20s,Chunk 147: Match reports from the weekend's Premier League matches
148,0-0.1s 105 0-900 S 105 0-1s,Chunk 148: Match reports from the second Test between England and India
149,0-3600 S 0-2s 10-6 0-7200 S 10-6,Chunk 149: BBC Sport looks at some of the best moments from
150,"0 2 4 6 8 10 12 0 2 4 6 8 10 12 Distance from the center (ym) Distance from the center (um) Figure 8: Chemical profile evolution along the radius of the micropillar as a function of time for Mn,",Chunk 150: Figure 8: Chemical profile evolution along the radius of the micropillar as a function of time for Mn
151,"Si, and O elements at a) 600 oC, and b) 1100 oC. Initial compositions (t = 0) are WCr = 16.9 wt%, WMn = 1.5 wt%, WSi = 0.7 wt%, and wo = 0.05 wt% according to the steel composition and Wi has been set to 0 at T = 12.5 pm as a simplification for evaporation. These results show that the kinetics of oxygen evaporation at the interface and diffusion within the micropillars are fast and will affect the composition of the steel, thus changing the thermodynamic",Chunk 151: The kinetics of oxygen evaporation at the interface and diffusion within the micropillars of a martensitic steel are investigated.
152,"equilibrium. Due to the decrease in the average oxygen content, oxide dissolution can occur and may be delayed by the slower diffusion of Mn, Si, and Cr. Evaporation of Cr, Mn, and Si at high temperatures will affect the equilibrium of the investigated steel. Decreasing the Si content of the alloy affects the precipitates present at equilibrium (e.g., reducing the Si content from 4 to 0 wt% in a 316L alloy at 700 oC leads to the transformation of precipitates from Quartz to MnSi03, and then to CrMnO4 [5]),","Chunk 152: The equilibrium of Cr, Mn, and Si in a 316L alloy at 700 oC has been investigated."
153,"but the phase fraction of the precipitates remains similar as discussed before and reported by [5). Similar results can be expected for Cr and Mn. 13 One possibility to reduce or prevent the evaporation of oxygen is to perform SSTCS in an inert environment. However, performing these type of tests requires special setups e.g., sealed gas holders,",Chunk 153: The evaporation of oxygen during SSTCS has been reported in a number of experiments.
154,"which were not available for this work. 5 Conclusions In this work, we have developed and used a combination of (i) SSTC of micropillars inside a TEM, (ii) synchrotron TXM to identify sub-micron sized precipitates in micropillars, and (iii) a 3D U-net DCNN model to segment precipitates, in order to gain insight on precipitate evolution that could occur due to","Chunk 154: We have developed and used a combination of synchrotron TXM to identify sub-sized precipitates in micropillars, and a 3D"
155,"SSTC during AM of a 316L. Micropillars were extracted from as-built LMD 316L samples and subjected to different controlled SSTCS inside the TEM that mimicked additional heating and cooling of the material that could occur during AM or post-process annealing. Guided by FE simulations, the highest heating and cooling rates during these SSTCS were restricted to 1000 oC/s in order to ensure uniform heating or cooling of the","Chunk 155: In this study, we have investigated the effects of surface temperature control (SSTC) during atomic force microscopy (AFM) on the microstructure of a 316L"
156,"micropillar at any given instant. TXM was performed before and after each SSTC in order to characterize the precipitates present in all the micropillars and track their evolution due to SSTC. Coupled with a 3D U-net DCNN model to segment precipitates, the proposed experimental procedure has proven to be a powerful tool to statistically investigate the evolution of precipitates. In this study, more than 80000 precipitates of equivalent diameters lower than 200 nm were investigated. The experimental results show",Chunk 156: The evolution of precipitates in micropillars has been investigated using time-lapse microscopy (TXM) in order to track the evolution of precipitates in the micropillars following a
157,"a good agreement between the equivalent average diameter measured via TXM from micropillars in as-built condition and our previous TEM study. During short SSTC involving heating and cooling rates of 1000 oC/s precipitation was observed, i.e., an increase of the phase fraction and density of precipitate, indicating that oxygen remained supersaturated in solid solution after solidification. However, during long SSTCS and annealing treatments, the fraction,",Chunk 157: The phase fraction and density of precipitate have been investigated during short and long solid state treatment experiments (SSTCS and annealing).
158,"density, and average diameter of precipitates decreased, indicating their dissolution. This dissolution is caused by the evaporation of elements from the surface of the micropillars into the primary vacuum of the TEM during SSTC. This problem could be reduced by performing e.g., the SSTCS in an inert environment. Nevertheless, the experimental-modeling-simulation synergy technique developed in this work can be very useful to study precipitate evolution of any alloy in 3D during rapid and slow SSTCs.",Chunk 158: The evolution of precipitates in a three-dimensional (3D) superconducting material (SSTCS) has been investigated using a Time-resolved Electron Microscopy (
159,"An empirical relationship between the cooling rate of solidification and precipitate diameter was proposed. This relationship can complement the relationship between primary cellular arm spacing and cooling rates during solidification in order to predict these rates from the measured precipitate diameters. Author contributions Conceptualization: MVU, MS, EH, LY; Data curation: SG; Formal analysis: SG, MS, MVU; Funding",Chunk 159: The cooling rate of precipitates during solidification has been investigated by measuring the diameters of the precipitates during solidification.
160,"acquisition: MVU, EH; Investigation: SG, MBHS, MS, MVU, LY, EH, SH; Methodology: MVU, SG, MS, EH, LY; Project administration: MVU, EH; Resources: MS, MVU, LY, EH; Software: SG, MS; Supervision: MVU, MS, EH, LY; Validation: SG, MVU, EH, LY, MS, SH; Visualization: SG; Writing = original draft: SG, MVU; Writing review & editing: SG, MVU, MBHS, EH, LY, MS, SH Funding","Chunk 160: Key words: MVU, EH, LY, SH, SG, MS, EH, LY, EH, MS, EH,"
161,"SG and MVU are grateful to the European Research Council (ERC) for their support through the Eu- ropean Union' 's Horizon 2020 research and innovation program for project GAMMA (grant agreement No. 946959). MBHS, EH, and MVU are grateful to the Fédération Francilienne de Mécanique (F2M) for their support through the Coup de Pouce 2019 grant. Declaration of competing interest",Chunk 161: The project is funded by the European Union's Horizon 2020 research and innovation program and the Coup de Pouce 2019 grant.
162,"The authors declare no conflict of interest. The funders had no role in the design of the study, collection, analyses, and interpretation of data in the writing of the manuscript, or in the decision to publish the results. Acknowledgments The synchrotron experiments were conducted at the ANATOMIX beamline of SOLEIL under the proposal",Chunk 162: The results of this study were funded by the European Union (EU) and the US National Science Foundation (NSF).
163,"No. 20200527. ANATOMIX is an equipment of excellence (EQUIPEX) funded by the Investments for the Future program of the French National Research Agency (ANR: Agence Nationale de la Recherche) 14 through project NanoimagesX, grant No. ANR-II-EQPX-0031. FIB-SEM and TEM work was carried out using the facilities available at the LMPS laboratory within the MATMECA consortium, which is",Chunk 163: The French National Research Agency (ANR): ANR-II-EQPX-0031
164,"supported by the ANR under the contract number ANR-10-EQPX-37. LY acknowledges support from the MINECO (Spain) through the IJC2018-037698-1 grant. All authors are grateful to Hakim Gharbi (LMS) for his active participation in conducting the TXM experiments. References 1 Du-Rim Eo, Sun-Hong Park, and Jung-Wook Cho. Inclusion evolution in additive manufactured 316L",Chunk 164: All authors acknowledge support from the National Research Council (ANR) under the contract number ANR-10-EQPX-37
165,"stainless steel by laser metal deposition process. Materials & Design, 155:212-219, 2018. Fuyao Yan, Wei Xiong, Eric Faierson, and Gregory B Olson. Characterization of nano-scale oxides in austenitic stainless steel processed by powder bed fusion. Scripta Materialia, 155:104-108, 2018. Pu Deng, Mallikarjun Karadge, Raul B Rebak, Vipul K Gupta, Barton C Prorok, and Xiaoyuan Lou. The origin and formation of oxygen inclusions in austenitic stainless steels manufactured by laser powder bed","Chunk 165: Researchers at the University of California, Los Angeles (UCLA) have developed a new process for making stainless steel with inclusions."
166,"fusion. Additive Manufacturing, 35:101334, 2020. 4 Manas Vijay Upadhyay, Meriem Ben Haj Slama, Steve Gaudez, Nikhil Mohanan, Lluis Yedra, Simon Hallais, Eva Héripré, and Alexandre Tanguy. Non-oxide precipitates in additively manufactured austenitic stainless steel. Scientific Reports, 11(1):1-18, 2021. Pu Deng, Miao Song, Jingfan Yang, Qingyu Pan, Sarah McAllister, Lin Li, Barton C Prorok, and Xiaoyuan",Chunk 166: Three-dimensional (3-D) printing: a new frontier in manufacturing.
167,"Lou. On the thermal coarsening and transformation of nanoscale oxide inclusions in 316L stainless steel manufactured by laser powder bed fusion and its influence on impact toughness. Materials Science and Engineering: A, 835:142690, 2022. Zhou Yan, Ke Zou, Manping Cheng, Zhipeng Zhou, and Lijun Song. Revealing relationships between het- erogeneous microstructure and strengthening mechanism of austenitic stainless steels fabricated by directed","Chunk 167: Zhou Yan, Ke Zou, Manping Cheng, Zhipeng Zhou, and Lijun Song."
168,"energy deposition (DED). Journal of Materials Research and Technology, 15:582-594, 2021. Du-Rim Eo, Seong-Gyu Chung, JeongHo Yang, In-Ho Jung, and Jung-Wook Cho. Numerical modeling of oxide particle evolution during additive manufacturing. Additive Manufacturing, 51:102631, 2022. Decheng Kong, Chaofang Dong, Xiaoqing Ni, Zhang Liang, and Xiaogang Li. In-situ observation of asymmet- rical deformation around inclusion in a heterogeneous additively manufactured 316L stainless steel. Journal","Chunk 168: Du-Rim Eo, Seong-Gyu Chung, JeongHo Yang, In-Ho Jung, and Jung-Wook Cho."
169,"of Materials Science & Technology, 89:133-140, 2021. Xiaoyuan Lou, Peter L Andresen, and Raul B Rebak. Oxide inclusions in laser additive manufactured stainless steel and their effects on impact toughness and stress corrosion cracking behavior. Journal of Nuclear Materials, 499:182-190, 2018. [10] Du-Rim Eo, Sun-Hong Park, and Jung-Wook Cho. Controlling inclusion evolution behavior by adjusting","Chunk 169: In: Xiaoyuan Lou, Peter L Andresen, Raul B Rebak."
170,"flow rate of shielding gas during direct energy deposition of AISI 316L. Additive Manufacturing, 33:101119, 2020. [11] Alberta Aversa, Abdollah Saboori, Erica Librera, Michele de Chirico, Sara Biamino, Mariangela Lombardi, and Paolo Fino. The role of directed energy deposition atmosphere mode on the microstructure and mechan- ical properties of 316L samples. Additive Manufacturing, 34:101274, 2020.",Chunk 170: The role of directed energy atmosphere mode on the microstructure and mechan- ical properties of 316L samples.
171,"12] Meriem Ben Haj Slama, Lluis Yedra, Eva Heripre, and Manas V. Upadhyay. Insight on precipitate evolution during additive manufacturing of stainless steels via in-situ heating-cooling experiments in a transmission electron microscope. Materialia, 21:101368, 2022. [13] 00 Salman, Christoph Gammer, Anil K. Chaubey, Juergen H. Eckert, and Sergio Scudino. Effect of heat treatment on microstructure and mechanical properties of 316L steel synthesized by selective laser melting.",Chunk 171: The following papers have been published in the journal Materialia over the past 12 months.
172,"Materials Science and Engineering: A, 748:205-212, 2019. [14] Steve Gaudez, Meriam Ben Haj Slama, Anders Kaestner, and Manas V. Upadhyay. 3D deep convolutional neural network segmentation model for precipitate and porosity identification in synchrotron x-ray tomo- grams. Journal of Synchrotron Radiation, 29(5), 2022. [15] Choong S Kim. Thermophysical properties of stainless steels. Technical report, Argonne National Lab.,","Chunk 172: Materials Science and Engineering: A, 748:205-212, 2019."
173,"III.(USA), 1975. [16] Michael Smith. ABAQUS/Standard User's Manual, Version 6.9. Dassault Systèmes Simulia Corp, United States, 2009. [17] T Weitkamp, M Scheel, J Perrin, G Daniel, A King, V Le Roux, JL Giorgetta, A Carcy, F Langlois, K Desjardins, et al. Microtomography on the ANATOMIX beamline at synchrotron SOLEIL. In Journal of","Chunk 173: ABAQUS/Standard User's Manual, Version 6.9."
174,"Physics: Conference Series, volume 2380, page 012122. IOP Publishing, 2022. 15 [18] Mario Scheel, Jonathan Perrin, Frieder Koch, Guillaumel Daniel, Jean-Luc Giorgetta, Gilles Cauchon, Andrew King, Viktoria Yurgens, Vincent Le Roux, Christian David, et al. Current status of hard X-ray nano- tomography on the transmission microscope at the ANATOMIX beamline. In Journal of Physics: Conference",Chunk 174: Hard X-ray nano- tomography on the transmission microscope at the ANATOMIX beamline.
175,"Series, volume 2380, page 012045. IOP Publishing, 2022. [19] Alessandro Mirone, Emmanuel Brun, Emmanuelle Gouillart, Paul Tafforeau, and Jerome Kieffer. The PyHST2 hybrid distributed code for high speed tomographic reconstruction with iterative reconstruction and a priori knowledge capabilities. Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms, 324:41-48, 2014.","Chunk 175: Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms, 324:41-48, 2014."
