Chunk Number,Original Text Chunk,Summary
97,output input layer layer hidden,Chunk 97: BBC News NI takes a look at some of the
98,"layer (1) Figure 3: Graph illustration of an ANN structure with two inputs, one output, and one hidden layer with three nodes. from issues related to the gradient descent algorithm and the so-called (first-order) vanishing gradient problem. As it follows, we briefly present this well-known issue and we further give","Chunk 98: In our paper, we present a solution to a well-known problem in artificial neural networks (ANNs)."
99,"insights in a variation of it: the second-order vanishing gradient. 3.2. First- and second-order vanishing gradients During the training process, if the gradient of the loss function with respect to a certain weight tends to zero-that is, see Eq. (18), when  = ap? /az & 0 (with A' the first- derivative of the activation function with respect to its arguments)-the update operation can",Chunk 99: The first-order vanishing gradient is a function of the loss function with respect to a certain weight.
100,"fail, and weights and biases are not updated. In this case, we have the so-called first-order vanishing gradient (Géron, 2019). Figure 4 displays some of the most common activation A() A() A()","Chunk 100: In this section, we are going to look at some of the most"
101,"A() tanh(:) max(0,-) A(: 0) A(: 20)","Chunk 101: A tanh(:) max(0,"
102,A'() A'() A'() A' (z) 5 cosk-(),Chunk 102: A' A' A' A' A'
103,"05 max(0,1) A'(x<0)=e (20)=1 Figure 4: Some of the most common activation functions and their first-order gradient. From left to right: the",Chunk 103: Some of the most common activation functions and their first
104,"logistic (sigmoid) function, the hyperbolic tangent, the Rectified Linear Unit (ReLU), and the Exponential Linear Unit (ELU). functions and their derivatives-that is, the logistic (sigmoid) function, the hyperbolic tangent, the Rectified Linear Unit (ReLU), and the Exponential Linear Unit (ELU). The sigmoid function is S-shaped, continuous, differentiable, its output values range from 0 to 1, and its","Chunk 104: functions and their derivatives-that is, the logistic (sigmoid) function, the hyperbolic tangent, the Rectified Linear"
105,"first-order gradient (derivative) assumes values much smaller than 1. When inputs become large (negative or positive), the function saturates at 0 or 1, with a derivative extremely close 11 to 0. Thus when backpropagation kicks in, it has virtually no gradient to propagate back through the network, which is problematic for training. The hyperbolic tangent activation","Chunk 105: In this paper, we show how the first-order gradient function can be used to train neural networks."
106,"function is very similar to the sigmoid, but it is centered at zero allowing to maintain the output values within a normalized range (between -1 and 1). Nevertheless, it suffers from saturated gradients (at Z = 0, for Z <K -1 and Z >> 1). ReLU is continuous but not differentiable at Z = 0. Nevertheless it is an unsaturated activation function for positive values of Z (its gradient has no maximum) and, therefore, it allows to avoid vanishing gradient",Chunk 106: The coefficients of the activation functions Z and ReLU are given by the coefficients of the sigmoid.
107,"issues for Z > 0. Nevertheless, it suffers from a problem known as the dying ReLUs: during training, some neurons are effectively deactivated, meaning they stop outputting anything other than 0 (for Z < 0). To this purpose many variants exist. The ELU activation, for instance, takes on negative values when Z < 0, which allows the unit to have an average output closer to 0. This helps alleviate the vanishing gradient problem, as discussed earlier.","Chunk 107: In this paper, I present a solution to the vanishing gradient problem of the ZLU."
108,"Second, it has a nonzero gradient for Z < 0, which avoids the dying units issue. Finally, the function is smooth everywhere, including Z = 0, which helps speed up gradient descent. When dealing with TANNS, second-order vanishing gradients can appear. This is a new concept and, in order to illustrate it, we will use a simple example. Assume an ANN which takes as input some I = x and returns (a) O1 = x2 and (b) its derivative with respect to the","Chunk 108: In this paper, we are going to look at a function called TANNS, which has three main features: first, it has a first-order vanishing gradient for Z  0,"
109,"input, i.e., O2 = VIOi = 2x (see Figure 5). Let us consider one hidden layer, with activation function A and N, nodes. The activation function of the single output layer, which returns 3?, is assumed to be linear. In this case, the output (a) is given by 01 =plo) = S(0) e)) 01","Chunk 109: In this paper, we will consider a hidden layer, with activation function A and N, nodes."
110,o) + b(o) (19) 01 + 50,Chunk 110: The winning numbers in Saturday evening's drawing of
111,"The derivatives of the outputs with respect to the inputs can be easily computed, in this simple example, by taking advantage of the automatic (numerical) differentiation (Baydin et al., 2017). Output (b) is hence computed by the ANN as a01 àp(o) az(o) ap azP","Chunk 111: In this paper, we show how to use the ANN to compute the outputs of a set of"
112,"02 = V,Oi 5 aI àz(0) ap"" az"" aI (20)",Chunk 112: The winning numbers in Saturday evening's drawing of
113,"801 aI Consider the following loss function L= WoLo + Wviolv,0, where Lo and Lv,o are the loss functions corresponding to output Oi and O2 = Vy01,",Chunk 113: Consider the following loss function L= WoLo + W
114,"respectively. Regularized weights, Wo and WVy can be used to obtain comparable order 12 2r A() Figure 5: ANN which takes as input x and returns (a) O1 = x2 and (b) its derivative with respect to the",Chunk 114: Figure 5: ANN which takes as input x and returns O1 = x2 and
115,"input, i.e., ViOi = 2x, with one hidden layer whose activation function is A. of magnitude of the two loss functions. During training, weights and biases are updated according to Eq. (18) where the computed gradients are aL AL +","Chunk 115: In this paper, we present a new method for the estimation of the weights and biases of"
116,"Ev,o (2la) awlo) aL =","Chunk 116: To License This Clip, Click Here: http://"
117,LVio (21b) aw aL L,Chunk 117: BBC Wales Sport takes a look at some of the
118,"(21c) àb(o) aL - Ev,o (21d)",Chunk 118: BBC Sport takes a look back at some of the
119,"ab"" It follows, from relations (21b) and (21d), that the gradient descent algorithm needs the computation of both first- and second-order gradients of the activation function A. This particular result is a direct consequence of the minimization of the error between the gradient of the outputs with respect to the inputs, i.e. O2 = V/01, and the corresponding benchmark",Chunk 119: A gradient descent algorithm for the activation function A is presented.
120,"values, 2x. This is what we call second-order vanishing gradient problem. It is tantamount to the first-order variant, but it involves the second derivatives (and not only the first) of the activation functions in an ANN. With reference to Figure 4, none of the depicted, classical activation functions is suitable for such class of problems. Consequently, care must be taken in selecting activation functions that do not have second-order vanishing gradients. To this","Chunk 120: In this article, I will show you how to select activation functions that do not have second-order vanishing gradients."
121,"purpose, Appendix A presents an example illustrating the issue of second-order vanishing gradients and proper solutions are given to this problem. 3.3. Architecture of Thermodynamic-based Artificial Neural Networks Herein we detail the architecture and the internal steps/definitions TANNS are relying on. The architecture is detailed in Figure 6. The input vector is I = (,A6,0,0.4,A), the",Chunk 121: In this paper we discuss the architecture of Thermodynamic-based Artificial Neural Networks (TANNS).
122,"primary and secondary outputs are O = (AKi, AB, FHA) and VIo = (Ac, D'+A), respectively. TANN involves the following steps: 1. computation of the updated strain (definition): g'+Ar  g' + As 2. prediction of the kinematic variables and temperature increments with two sub-ANNs: AE = SNN@ (W,AE,d,8.)",Chunk 122: The tensor adversarial network (TANN) is a set of equations that can be used to predict the behaviour of
123,"and AB = SNNA@ (gAr A6,c,8,5) 13 3. computation of (a) the updated kinematic variables rates (backward finite difference approximation):",Chunk 123: This paper presents the results of (a) a
124,+1 AL At (b) the updated kinematic variables (definition): $+1:=5+ AE (c) the updated temperature (definition): 0+1 e' + AB 4. prediction of the updated energy potential:,"Chunk 124: Key words: kinematics, temperature, energy potential,"
125,"FAr = SNNP@(g+Ar S'Ar 8'A) 5. computation of the updated dissipation rate (definition, Eq. (13)): D'+Ar : aFA agAr k+Ar 6. computation of (a) the updated stress (definition, Eq. (13)): o1+Ar aFAr ag'HAT (b) the stress increment (definition): Ao : o+Ar a",Chunk 125: The following table shows the results for the following equations:
126,At At t+At +A) AE,Chunk 126: BBC Sport takes a look back at some of the
127,tA 6+At At at 4 SNNF,Chunk 127: Northern Ireland's Deputy First Minister Martin McGuinness has
128,"Aa AE SNN, Ot 1+At) SNNF","Chunk 128: All photographs  AFP, EPA, Getty Images"
129,"Aa AB Q++A) SNNS SNN, $","Chunk 129: All photographs courtesy of AFP, EPA, Getty Images"
130,"(a) non-isothermal processes. (b) isothermal processes. Figure 6: Architecture of TANNS: general case (a) and for isothermal processes (b). Inputs are highlighted in gray (0); outputs in black, C for direct ANN predictions and for derived outputs; and intermediate quantities (definitions) are in white (0) and (0). Relationships obtained from definitions are represented",Chunk 130: Figure 6: Architecture of TANNS: general case (a) and for isothermal processes.
131,"with dashed lines, while arrows denote ANNS. TANNS are thus composed of three sub-ANNs; SNNy predicts the internal variables increment, SNNe predicts the temperature increment (note that in case of the isothermal conditions, this component can be removed from the architecture, see Fig. 6b), and SNNF predicts the Helmholtz free-energy. The main output, the increment in stress, is computed","Chunk 131: The ANNs of the TANNS architecture are given as follows: SNNy, SNNe, and SNNF."
132,"according to expression (13), which stems from thermodynamic requirements. By virtue of the fact that the entire constitutive response of a material can be derived from definition of only two pseudo-)potential functions, the model is able to predict the stress increment from the knowledge of the energy potential (and the internal variables 5i). It is worth noticing that, differently from common approaches (cf. Sect. 3), the sub-network SNNF is required to",Chunk 132: This paper presents a novel model for the prediction of the energy potential of a material.
133,"learn a scalar quantity-that is, the Helmholtz free-energy potential. This offer compelling advantages. When dealing with ANNS, the curse of dimensions (increasing effort in training 14 and large amount of training data required) is an important issue when the studied problem passes to higher dimensions, see e.g. Bessa et al. (2017). Passing from 1D to 3D, for instance,",Chunk 133: The Helmholtz-Zentrum fr Naturkunde (Zentrum fr Naturkunde) is one of the
134,"increases the number of variables the ANNs need to learn. For stresses, from one single scalar value, in 1D, we pass to a vector with six-components, in 3D. The computational effort is thus not trivial. Nevertheless, TANNS are, in principle, less affected by these issues as the two pseude-)potentials, on which the entire set of predictions relies on, are scalar functions. The computation of dissipation, from expression (13), plays a double role. First, it assures","Chunk 134: In this paper, we show how dissipation, from expression (13), affects the learning of artificial neural networks (ANNs)."
135,"thermodynamic consistency of the predictions of TANNS (first law). Second, it brings the information to distinguish between reversible and irreversible processes, e.g. elasticity from plasticity/damage, etc., and it is trained to be positive or zero (second law). It is worth noticing that further improvements of the performance of TANNS may be obtained, as suggested in the work of Karpatne et al. (2017), by adding a physical inconsistency","Chunk 135: This paper presents a new approach to the study of elastic forces, one that brings two important benefits: first, it brings the information to distinguish between reversible and"
136,"term to the loss functions (e.g., with respect to dissipation). 4. Generation of data We present the procedures used to generate material data TANNS are trained with in the following applications (see Sect. 5). We distinguish two different strategies. The first one, based on the numerical integration of an incremental form of the constitutive","Chunk 136: In this paper, we describe the techniques used to generate material data TANNS."
137,"relations, is used to generate data for an hyper-plastic von Mises constitutive model with kinematic hardening (Houlsby and Puzrin, 2000, 2007). A different procedure is instead used to generate data for von Mises hypo-plasticity (Einav, 2012). In the case of hyper-plasticity models, we assume the Ziegler's orthogonality condition (see paragraph 4.1 and Ziegler, 2012; Houlsby and Puzrin, 2000, 2007), which, in general,","Chunk 137: The following procedure is used to generate data for hyper-plastic von Mises models with kinematic hardening (Houlsby and Puzrin, 2000,"
138,"it is not a strict requirement. Nevertheless, it is worth noticing that this restriction applies only on the generated data, and not on the ANN class here proposed. More precisely, TANN architecture still holds even for materials for which the Ziegler's normality condition does not apply. We shall recall that the aim is to demonstrate the advantages of thermodynamics- based neural networks with respect to classical approaches. Hence the restrictions, imposed",Chunk 138: We have imposed the following restrictions on the TANN architecture:
139,"by the orthogonality hypothesis for the generation of data, are expected not to affect the comparisons presented in Section 5. Hypo-plasticity is here used to show that the framework of thermodynamics encoded in TANNs is general and does not depend on restrictive assumptions such as the Ziegler's orthogonality condition afflicting hyper-plasticity. Furthermore, we consider the hypo-plastic","Chunk 139: In this paper, we consider the Hypo-plasticity hypothesis for the generation of data encoded in TANNs."
140,"material case to test TANNS against materials with a smooth response, which is more representative of realistic materials. 4.1. Incremental formulation 4.1.1. Hyper-plasticity Following the hyper-plasticity framework proposed in Einav et al. (2007), the thermo-",Chunk 140: This paper presents a case study to test TANNS against materials with a
141,"mechanical, non-linear, incremental constitutive relation for strain-rate independent materials, 15 undergoing infinitesimal strains, is here derived in the framework of isothermal processes (0 = cost). By differentiating the energy expressions (13) and rearranging the terms, we obtain the following non-linear incremental relations","Chunk 141: The non-linear incremental strain-rate relation for strain-rate independent materials, undergoing 15 infinite"
142,d=0eF-ét ZaF-5 (22a) -Xi = OyeF.ê+ > Ou4F. (22b) where the following notation is adopted,Chunk 142: The Latin phrase ZaF-5 has been changed to
143,aF aF a?F OEsF = deF =,Chunk 143:     
144,"OuAF = OEiyOEu dEiyask a4a5 Further, introducing the thermodynamic dissipative stresses xt = (X1, .. XN) and assuming","Chunk 144: In this paper, we present a new method for"
145,"the Ziegler's orthogonality condition (Ziegler, 2012), the following non-linear, incremental constitutive relation can be found Mly-o . & ify=0 E = (23)",Chunk 145: This paper presents the results of the Zieglerss
146,Mlyso . & else with OesF 2k ELF.(9 y à axk dy,Chunk 146:     
147,OgeF ZKOLAF. e OEsF] aXk E = Mly-0 =,Chunk 147:     
148,CE and Mlyco = OdeF (24) 0 B,Chunk 148: Match reports from the weekend's Premier League games
149,"Vg 0 B and . denotes the contraction of adjacent indices. In the above relations (23-24), whose derivation is presented in Appendix B, y = J(E, Z,X) is the yield function, 0 denotes a",Chunk 149: The following table shows the relationship between the following indices:
150,"quantity (scalar or tensorial, depending on the dimensionality of the internal variable set) equal to zero, and dy dy CE","Chunk 150: quantity (scalar or tensorial, depending"
151,"OyeF, ds ax; i=1 y",Chunk 151: BBC Wales Sport takes a look at some of the
152,y dy B = OyeF i=1 a5i ax; i=1 aX; -,Chunk 152:     
153,"aXk 4.1.2. Hypo-plasticity The theoretical framework used here to generate the hypo-plastic data can be found in Einav (2012). Einav (2012) proposed a new theoretical model, called hplastic, unifying hypo- and hyper-plasticity models. In particular, compared to standard hypo-plasticity, the",Chunk 153: This paper presents the results of the aXk 4.1.2 (hypo-plasticity
154,"incremental material formulation can be derived from (pseudo-) potentials. The h'plastic 16 model allows ease integration of the incremental constitutive equations, i.e., Eq. (5.15a) in Einav (2012). Here we use the following incremental equations (Eq.s 7.14 and 7.15 in Einav, 2012) for","Chunk 154: In this paper we present a h'plastic model, which can be used to derive material formulations"
155,"the relaxation strain rate (z) and stress increment (d), according to von Mises model:  a - z =",Chunk 155: The relaxation strain rate (z) and stress increment
156,(25a) 2k2 k 2 5- -,Chunk 156: BBC Sport takes a look back at some of the
157,- à = Kép + 2G (25b) k 2,Chunk 157:     
158,"where k represents the elastic limit in simple shear; S is a material parameter (s > 0); K and G are, respectively, the bulk and shear moduli; Ep is the mean strain rate; à and z are, respectively, the deviatoric total and relaxation strain rate tensors; and a' is the deviatoric stress. 4.2. Data generation",Chunk 158: The strain rate tensors for simple shear are given as the following:
159,"Data are generated in a Python environment, where SymPy and SciPy libraries are used for symbolic calculations and numerical integration. The accuracy of the generation process is 10-6 for strains and 10-4 MPa for stresses. For the case of hyer-plasticity, data are generated by identifying an initial state for the material at time t,","Chunk 159: Researchers at the University of Bristol have developed a method for the generation of strain and stress data for a variety of polymers, including"
160,"state at time t : E' = and g', Si 0","Chunk 160: , , , "
161,"and a given strain increment é, assuming constant and unitary time increment At = 1 (8 = Ag'). Numerical integration of the ordinary differential equations (23) is performed with an explicit solver (Bogacki and Shampine, 1989) to obtain the state at the new time t + At, i.e., o1+Ar","Chunk 161: The state of a strain at a new time t + At, i.e., o1+"
162,-XHAr state at time t + At : E'+Ar = 4HAr 2+At,Chunk 162:     
163,"For hypo-plasticity, data are generated similarly but only internal variables Si, deformation 8, and stress a are used to represent the material state at time t and t+ At, through numerical resolution of Eq.s (25a) and (25b). The training data play a crucial role for both the accuracy of the predictions and the generalization with respect to the ANN state variables, e.g., strain increments. The","Chunk 163: In the case of martensitic steel, data are generated in the form of internal variables Si, deformation 8, and stress to represent the material state at"
164,"generalization capability of a network is here defined as the ability to make predictions for loading paths different from those used in the training operation. Nevertheless, a significant 17 dependency on the ANN state variables is usually observed. This may result in a poor network generalization. In Lefik and Schrefler (2003), an improvement of the generalization","Chunk 164: In this paper, we report on the state-of-the-art of artificial neural networks (ANNs)."
165,"capability of ANNs is proposed. Artificial sub-sets of data, with zero strain increments, are added in the set of training data to force the network in learning that to zero input increments correspond zero output increments. In the available literature, strain-stress loading paths are commonly used in training. If recursive neural networks are used, feeding them with history variables (loading paths) is",Chunk 165: strain-stress loading paths for artificial neural networks (ANNs) are proposed.
166,"the only possible solution (see e.g. Mozaffar et al., 2019). Nevertheless, ANNs do not necessary need the data-sets to be (historical) paths. Herein, we generate data randomly. Conversely, this allows us to (1) improve the representativeness: of the material data and (2) improve the generalization of the network on the strain increments. For the hyper-plastic material model, the initial state, E and g, and","Chunk 166: In this paper, we present a novel artificial neural network (ANN) for the modelling of plastic waste."
167,"the strain increment, AE, are randomly generated from standard distributions with mean value equal to zero and standard deviation equal to Emax, Emaxi and AEmax respectively. The Cauchy and thermodynamic stresses, a' and X, as well as the internal variables 5i are then calculated to satisfy the constraint y' S 0. This incremental procedure is repeated for Nsamples, resulting in a set of Nsamples ordered pairs (E,8,Ae; EA), from which the corresponding","Chunk 167: In this paper we derive the strain increment for a set of Nsamples ordered pairs (E,8,Ae; EA), from which the corresponding strain increment is generated"
168,"energy potential and dissipation rate at time t + At are evaluated. For the case of hypo- plasticity, data are generated by random loading paths as the procedure aforementioned for hyper-plasticity is not applicable to the theoretical framework in Einav (2012), as no definition of yield surface is needed for the derivation of the incremental material constitutive law. Figure 7 depicts the sampling for one of the investigated applications (see paragraph",Chunk 168: In this work we investigate the properties of three-dimensional (3-D) amorphous silicon nitrides in terms of yield surface and hypo- plasticity.
169,5.1). 18 1500 - Perain 100001 = derain,"Chunk 169: All photographs courtesy of AFP, EPA, Getty Images"
170,1250 - Fval 8000 - dval 1000 D Perain,Chunk 170: BBC Sport takes a look at some of the key
171,D dtrain 6000 750 J Poa,"Chunk 171: All photographs courtesy of AFP, EPA, Getty Images"
172,D 4vr J 500 4000 250,Chunk 172: The world's most powerful 4x4 vehicle
173,2000 0 0 -3000-2000-1000 0 1000 2000 3000 0 25 50 75 100 125 150 175 200,Chunk 173: BBC Sport takes a look back at some of the
174,"p.pAr (MPa) q.q""ar (MPa) 800 - Strain Arain 600-",Chunk 174: Strain Arain 600 - Strain p.pAr
175,- Sval Kval 600 D Str 400,Chunk 175: BBC Sport takes a look back at some of the
176,D Arain J 400 p.val J Va,Chunk 176: The winners of this year's Isle of Man
177,200 200 0 -0.02 -0.01 0.00 0.01 0.02 0.00 0.01 0.02 0.03 0.04,Chunk 177: The winning numbers in Saturday evening's drawing of
178,"6,.6,a () d,ear (-) 800 = Fptrain - rain 600-","Chunk 178: The BBC's weather forecast for the weekend,"
179,- fpval - Eval 600 J D FAte ain 400-,"Chunk 179: All photographs courtesy of AFP, EPA, Getty Images"
180,- rain 400 E J fpval D LVay,Chunk 180: A selection of photos from around the world this week
181,200 200 0- -0.02 -0.01 0.00 0.01 0.02 0.00 0.01 0.02 0.03 0.04,Chunk 181: The winning numbers in Saturday evening's drawing of
182,"5-4ar () z',""A(-) - Flrain 4000 - Dn","Chunk 182: ,,,,"
183,6000 - FVy 3000 DVy 4000,Chunk 183: BBC Sport takes a look at some of the best
184,€ 2000 2000 1000 20 25 35,Chunk 184:     
185,0.0 0.5 1.0 1.5 2.0 2.5 prar (N-mm) DAr (N-mm/s) Figure 7: Sampling for material case H-1 (cf. Table 1). From top to bottom: mean and deviatoric stress (p and q); mean and deviatoric total deformation (Ep and e); mean and deviatoric plastic deformation (Sp and,Chunk 185: Figure 7: Sampling for material case H-1 (cf.
186,"z); energy (F) and dissipation rate (D). Training and validation data-sets are also distinguished. 19 5. Applications Herein we use TANNS to the modeling of multi-dimensional elasto-plastic materials and demonstrate their wide applicability and effectiveness. It is worth noticing that, even though",Chunk 186: The results of this study are presented in terms of the following:
187,"the applications here investigated consist of elasto-plastic materials, the proposed class of neural networks can be successfully applied (without any modification) to materials with different or more complex behavior, accounting e.g. for damage and/or other non-linearities (in the framework of strain-rate independent processes). In paragraph 5.1, von Mises hyper- plasticity is accounted for, considering perfect-plasticity, hardening and softening behaviors.",Chunk 187: A new class of neural networks has been proposed for the study of plasticity in materials.
188,"In paragraph 5.1, we further investigate hypo-plastic material models. In the examples presented herein, reference dependent variables, such as the total plastic strain, were considered. However, the internal state variables set Z, see Eq. (7), and, consequently, our approach are not limited to this kind of state variables. As it follows, the hyper-parameters (i.e., number of hidden layers, neurons, activation","Chunk 188: In paragraph 4 of this paper, we introduce a new class of material models, called hypo-plastic material models."
189,"functions, etc.) of the networks are selected to give the best predictions, while requiring minimum number of hidden layers and nodes per layer. This is accomplished by comparing the learning error on the set of test patterns, per each trial choice of the hyper-parameters. In each training process, we use early-stopping. In other words, training is stopped as the error of a validation set starts to increase while the learning error still decreases (Géron,","Chunk 189: In this paper, we show how to train networks on a set of hyper-parameters (i.e."
190,"2019). The validation set is used to avoid over-fitting of the training data. Throughout this Section relatively simple deep feed-forward neural networks architectures are used (with, at maximum, two hidden layers) and no additional regularization techniques are employed (e.g., L1/L2 penalties, dropout, etc.). Each numerical example is accompanied with a detailed discussion about the network architecture.","Chunk 190: In this Section, we present a validation set for a deep feed-forward neural network that is trained on a coarse-grained dataset"
191,"5.1. von Mises hyper-plasticity In order to illustrate the performance of TANNs, we use the simple von Mises elasto- plastic model with kinematic hardening and softening. The model can be derived from the following expressions of the energy potential and dissipation rate 9K","Chunk 191: In this paper, we study the properties of topological insulators (TANNs) in terms of"
192,F= p)-(Ep-5p)+ 2 H + G(e- ) (e +,Chunk 192: The winning numbers in Saturday evening's drawing of
193,"Z, 2 D=kV2 Vz-:, where k represents the elastic limit in simple shear; K and G are the bulk and shear moduli; H the hardening (softening) parameter; Ep and 5p are, respectively, the mean total and","Chunk 193: The coefficients of the shear parameters Z, 2 D, K, G, Ep"
194,"plastic deformation; and e and Z are, respectively, the total and plastic deviatoric strain tensors. The yield surface can be derived as shown in Appendix B (Houlsby and Puzrin, 2007) and is defined as y=D-X'-z= VX'.X - V2k S 0, (26)",Chunk 194: The coefficients of the strain tensors e and Z are used to derive the yield surface of
195,with Xij = 2G eij Zij) + Hzij- 20 Table 1: Material parameters for 3D elasto-plastic von Mises material. case K G,Chunk 195: Material parameters of 3D elasto-
196,k H (GPa) (GPa) (MPa) (GPa) H-1 167 77 140,"Chunk 196: All photographs  AFP, EPA, Getty Images"
197,0 H-2 167 77 140 -10 H-3 167 77 140,"Chunk 197: All photographs courtesy of AFP, EPA, Getty Images"
198,"10 5.1.1. Training Data are generated as detailed in Section 4. A total of 6000 data with random increments of deformation are generated. In order to improve the performance of the network in recall mode, additional sampling with random uni-axial and bi-axial loading paths are also used.",Chunk 198: This paper presents the results of a training scheme for the estimation of the deformation rate of a deformable object
199,"The samples are split into training (50%), validation (25%), and test (25%) sets. The sampling in terms of the mean and deviatoric stresses, P and 4, and deformations, Ep and e, is presented in Figure 7 for material case H-1 (perfect plasticity). We distinguish between training and validation sets. For the sake of simplicity, stress and deformation are converted in the principal axes frame of reference. Table 2 shows the mean, standard deviation, and",Chunk 199: In this paper we present the results of a large-scale numerical study of the properties of two-dimensional (2-D) microstructures.
200,"maximum values of the training data-sets. Adam optimizer with Nesterov's acceleration gradient (Dozat, 2016) is selected and a batch size of 10 samples is used. Data are normalized between -1 and 1. We use the Mean Absolute Error (MAE), and not the Mean Square Error (MSE), as loss function for each output in order to assure the same precision between data of low and high","Chunk 200: In this paper, we show how to train a Markov chain Monte Carlo Monte Carlo model."
201,"numerical values. Regularized weights are used to have consistent order of magnitude of different quantities involved in the loss functions. The network architecture is adapted to the size of the inputs and outputs, with respect to the mono-dimensional case. In particular, the sub-network SNN, consists of two hidden layers, with 48 neurons (leaky ReLU activation function), and three output layers, one per each","Chunk 201: In this paper, we present a novel spatio-temporal network architecture (SNN) for the analysis of loss functions in the brain."
202,"(principal) component of (increment of) 5. The sub-network S-NNF has one hidden layer with 36 neurons (activation ELU2). The output layers for both sub-networks have linear activation functions and biases set to zero. The resulting number of hyper-parameters is R 3000 (cf. Ghaboussi and Sidarta, 1998; ?; Lefik et al., 2009; Mozaffar et al., 2019).. Figure 8 displays the loss functions of each output as the training is performed, for material case","Chunk 202: In this paper, we train two sub-networks of neurons in the ventral striatum."
203,"H-1 (perfect plasticity). The early stopping rule assures convergence, after approximately 1000 epochs, with MAEs of the same order of magnitude for the 4 outputs, AK, F'+Ar, 1 Ac, and D'+A The adimensional MAE is approximately equal to 1 X 10-4 for all outputs at the end of the training. Similar behaviors are also recovered for cases H-2 (softening), H-3 (hardening).","Chunk 203: In this paper, we show how to recover plasticity-like phenomena in a Petri dish."
204,"5.1.2. Predictions in recall mode Once the network has been trained, it is used, in recall mode, to make predictions. We briefly present the performance of TANNs in predicting the material response for a random loading path. Figure 9 depicts the comparison with the target material model for material case H-1. The network displays extremely good performance and the ability to predict","Chunk 204: In this paper, we train a topological artificial intelligence network (TANN) to predict the material response to a random loading path."
205,"21 Table 2: Mean (y), standard deviation (st), and maximum values of the training data-sets. data H st",Chunk 205: The following table shows the mean and standard deviation of
206,max Ei () 8x 10-5 0.010 0.041 Asi () 2x 10-5 0.003 0.014,Chunk 206: BBC Sport takes a look back at some of the
207,5i () 8x 10-5 0.010 0.041 AG () 0 1x: 10-4 0.0011 ai (MPa),Chunk 207: The winning numbers in Saturday evening's drawing of
208,"-1.4 143 544 Ac, (MPa) 123",Chunk 208: A look back at some of the most memorable moments
209,7577 36744 F'Ar (N-mm) 1.82 2.72 37.9 D'+Ar (N-mm/s) 0.41 0.38 2.61,Chunk 209: Nasa's Deep Space Observatory (DSO)
210,le-1 Afitrain Afival le-2 Ftrain,Chunk 210: Le 1 Afitrain Afival le-2
211,Fval - le-3 Aditrain Adival le-4,Chunk 211: France's President Francois Hollande has said he will
212,Dtrain Dval 10 100 1000,"Chunk 212: All photographs courtesy of AFP, EPA, Getty Images"
213,"epochs Figure 8: Errors in terms of the adimensional Mean Absolute Error (MAE) of the predictions of TANN (loss functions), as the training is being performed, evaluated with respect to the training (train) and validation (val) sets. Weights and biases update are computed only on the training set. random loading path.",Chunk 213: Figure 8: Errors in terms of the adimensional Mean Absolute Error (MAE) of the predictions of TANN (
214,"5.1.3. TANN VS standard ANN. Generalization of the network Herein we investigate the performance of TANNS with respect to the classical approach of ANNs (Ghaboussi et al., 1991; Lefik and Schrefler, 2003), as well as the sensitivity with respect to the input variables range. Figure 10 displays the architecture of the network, ANN, with inputs I = (E, AEi,C, 5) and output O = (ALi, Aci), with i = 1,2,3 denoting the","Chunk 214: In this paper we introduce a new type of artificial intelligence (ANN), the topological adversarial network (TANNS)."
215,"principal components. The architecture is selected to give the best performance, preserving the same number of hyper-parameters between TANN and standard ANN. The network, ANN, consists of the two sub-networks, aNNy and aNNa, with two hidden layers, each one, leaky ReLU activation functions, and number of neurons per layer equal to 48. As for SNNy and SNNG, in aNNy and aNN three output layers (1 neuron each) are used, with linear",Chunk 215: A novel artificial neural network (ANN) has been developed to study the activity of neurons in the brain.
216,"activation functions and zero biases. In Figure 11 we present the comparison of the MAE of the network predictions with respect to the target values (training and validation data-sets). It is worth emphasizing that both ANNs and TANNs are dependent on the choice of the user, concerning, for instance, the hyper-parameters. Moreover, the actual configurations",Chunk 216: In this paper we present the results of our work on the prediction of user-generated content (UGC) using artificial neural
217,"of both networks may benefit of ltemative/extensions, such as RNNs. Nevertheless, the 22 le-2 0.5 0.0","Chunk 217: In this paper, we examine the impact of the"
218,3 A a -0.5 -1.0 -1.5,Chunk 218: The winning numbers in Saturday evening's drawing of
219,20 40 60 80 Increments () (a) random loading path. le3 5.0 le-3,Chunk 219: The following table lists the most common loading paths used
220,model model TANN 2.5 TANN € 0,Chunk 220: TANN is the world's best-selling
221,0.0 -1 a 6 G-5.0,Chunk 221: BBC Sport takes a look at some of the key
222,-2 -7.5 -3 -1.5 -1.0 -0.5 0.0 0.5 -1.5 -10 -0.5 0.0 0.5 E1 (),Chunk 222: BBC Sport takes a look at some of the key
223,le-2 61 (-) le-2 (b) stress and internal variable. lel,Chunk 223: The effect of stress on the brain's ability
224,1.5 model TANN 8. model TANN 6 1.0,Chunk 224: TANN has launched a new range of women'
225,0.5. A .0 5p (-) le-3,"Chunk 225: All photographs courtesy of AFP, EPA, Getty Images"
226,"Luky () le-3 (c) energy and dissipation rate. Figure 9: Predictions of TANN for a uni-axial random loading path, compared with the target constitutive model, case H-1, perfect plasticity: (a) loading path; (b) principal stress, 01, and internal variable, 51,","Chunk 226: Figure 9: Predictions of TANN for a uniaxial loading path, compared with the target model"
